StruCluster	accession	tSNE1	tSNE2	Taxonomic.lineage	Organism	Phylum	seqid	alntmscore
SC13	A0A839GG85	61.21677	39.759193	Rufibacter (genus), Hymenobacteraceae (family), Cytophagales (order), Cytophagia (class), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Rufibacter quisquiliarum	Bacteroidota	0.364	0.8963
SC13	A0A839IU93	97.10889	53.02034	unclassified Oceanospirillum (no rank), Oceanospirillum (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oceanospirillum sp. D5	Pseudomonadota	0.531	0.9589
SC13	A0A840RPB5	91.25644	-9.568848	Glaciimonas (genus), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Glaciimonas immobilis	Pseudomonadota	0.545	0.9609
SC13	A0A841KDR2	100.8125	2.7142162	Oleiagrimonas (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oleiagrimonas soli	Pseudomonadota	0.518	0.9621
SC13	A0A844DEE5	69.17804	8.014306	Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella rivi	Pseudomonadota	0.55	0.9552
SC13	A0A844DRI3	40.725697	19.776615	Faecalibacterium (genus), Oscillospiraceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Faecalibacterium prausnitzii	Bacillota	0.314	0.89
SC13	A0A845GA75	68.13214	6.45211	Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella vulcania	Pseudomonadota	0.559	0.9531
SC13	A0A845HYT9	68.546555	6.7635326	Duganella (genus), Massilia group (no rank), Oxalobacteraceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Duganella fentianensis	Pseudomonadota	0.556	0.953
SC13	A0A846USS4	96.16156	53.553295	unclassified Dyella (no rank), Dyella (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Dyella sp. SG609	Pseudomonadota	0.501	0.9561
SC13	A0A846ZJ45	95.1598	22.477646	Oleiagrimonas (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oleiagrimonas citrea	Pseudomonadota	0.519	0.9557
SC13	A0A847T1M7	87.0278	12.660716	unclassified Methanomassiliicoccus (no rank), Methanomassiliicoccus (genus), Methanomassiliicoccaceae (family), Methanomassiliicoccales (order), Thermoplasmata (class), Candidatus Thermoplasmatota (phylum), Archaea (superkingdom), cellular organisms (no rank)	Methanomassiliicoccus sp	Candidatus Thermoplasmatota	0.384	0.9441
SC13	A0A849MIN9	94.42523	23.416204	unclassified Pseudomonadota (no rank), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Pseudomonadota bacterium	Other	0.576	0.9865
SC13	A0A853Q4I7	78.63204	40.159378	Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus polymyxa (Bacillus polymyxa)	Bacillota	0.426	0.9598
SC13	A0A8B5WJD4	94.005554	14.609621	unclassified Wenzhouxiangella (no rank), Wenzhouxiangella (genus), Wenzhouxiangellaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Wenzhouxiangella sp	Pseudomonadota	0.526	0.9825
SC13	A3UJR0	62.625137	31.811163	unclassified Oceanicaulis (no rank), Oceanicaulis (genus), Maricaulaceae (family), Maricaulales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oceanicaulis sp. HTCC2633	Pseudomonadota	0.419	0.9411
SC13	A5MZG8	87.68638	42.94278	Clostridium kluyveri (species), Clostridium (genus), Clostridiaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Clostridium kluyveri (strain ATCC 8527 / DSM 555 / NCIMB 10680)	Bacillota	0.431	0.9513
SC13	B0SWQ0	62.389935	37.148636	unclassified Caulobacter (no rank), Caulobacter (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Caulobacter sp. (strain K31)	Pseudomonadota	0.401	0.9236
SC13	B5JTA2	102.48225	9.469905	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	gamma proteobacterium HTCC5015	Pseudomonadota	0.541	0.9689
SC13	B8GLI9	102.32705	10.571858	Thioalkalivibrio sulfidiphilus (species), Thioalkalivibrio (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thioalkalivibrio sulfidiphilus (strain HL-EbGR7)	Pseudomonadota	0.583	0.9843
SC13	B9E3F7	84.44741	38.432423	Clostridium kluyveri (species), Clostridium (genus), Clostridiaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Clostridium kluyveri (strain NBRC 12016)	Bacillota	0.431	0.9429
SC13	C5BLJ1	-77.90296	42.171978	Teredinibacter turnerae (species), Teredinibacter (genus), Cellvibrionaceae (family), Cellvibrionales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Teredinibacter turnerae (strain ATCC 39867 / T7901)	Pseudomonadota	0.528	0.9565
SC13	C6D8B6	79.75579	36.657417	unclassified Paenibacillus (no rank), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus sp. (strain JDR-2)	Bacillota	0.432	0.9615
SC13	C7H7W0	40.722	19.750751	Faecalibacterium (genus), Oscillospiraceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Faecalibacterium prausnitzii (strain DSM 17677 / JCM 31915 / A2-165) (Faecalibacterium duncaniae)	Bacillota	0.315	0.9039
SC13	C7M9J8	42.582016	27.334362	Capnocytophaga ochracea (species), Capnocytophaga (genus), Flavobacteriaceae (family), Flavobacteriales (order), Flavobacteriia (class), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Capnocytophaga ochracea (strain ATCC 27872 / DSM 7271 / JCM 12966 / NCTC 12371 / VPI 2845) (Bacteroides ochraceus)	Bacteroidota	0.335	0.915
SC13	C7RAL1	74.1799	49.67749	Kangiella koreensis (species), Kangiella (genus), Kangiellaceae (family), Kangiellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Kangiella koreensis (strain DSM 16069 / KCTC 12182 / SW-125)	Pseudomonadota	0.515	0.9501
SC13	C7RQP9	93.169304	-16.16552	Candidatus Accumulibacter (genus), Betaproteobacteria incertae sedis (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Accumulibacter regalis	Pseudomonadota	0.876	0.9853
SC13	D3HPH7	101.8795	5.0854607	Legionella longbeachae (species), Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella longbeachae serogroup 1 (strain NSW150)	Pseudomonadota	0.484	0.9617
SC13	D3S8V4	89.91935	17.55601	unclassified Thioalkalivibrio (no rank), Thioalkalivibrio (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thioalkalivibrio sp. (strain K90mix)	Pseudomonadota	0.546	0.9828
SC13	D4K494	50.384075	25.160345	Faecalibacterium prausnitzii (species), Faecalibacterium (genus), Oscillospiraceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Faecalibacterium prausnitzii L2-6	Bacillota	0.332	0.8799
SC13	D5BV49	89.99873	16.78913	Nitrosococcus halophilus (species), Nitrosococcus (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosococcus halophilus (strain Nc4)	Pseudomonadota	0.573	0.9532
SC13	D5VH10	57.744328	36.315395	Caulobacter segnis (species), Caulobacter (genus), Caulobacteraceae (family), Caulobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Caulobacter segnis (strain ATCC 21756 / DSM 7131 / JCM 7823 / NBRC 15250 / LMG 17158 / TK0059) (Mycoplana segnis)	Pseudomonadota	0.397	0.9237
SC13	D8K8E6	102.07816	6.382847	Nitrosococcus watsonii (species), Nitrosococcus (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosococcus watsoni (strain C-113)	Pseudomonadota	0.565	0.9852
SC13	E0IDL9	78.23736	37.839237	Paenibacillus curdlanolyticus (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus curdlanolyticus YK9	Bacillota	0.441	0.9619
SC13	E0RBX7	79.25055	39.841118	Paenibacillus polymyxa (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus polymyxa (strain E681)	Bacillota	0.426	0.9564
SC13	E1VQU9	88.50821	12.113571	unclassified Gammaproteobacteria (no rank), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	gamma proteobacterium HdN1	Pseudomonadota	0.52	0.9544
SC13	E3EA30	79.24124	41.456085	Paenibacillus polymyxa (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus polymyxa (strain SC2) (Bacillus polymyxa)	Bacillota	0.434	0.9622
SC13	E7NUD0	61.72109	31.006456	Treponema phagedenis (species), Treponema (genus), Treponemataceae (family), Spirochaetales (order), Spirochaetia (class), Spirochaetes (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Treponema phagedenis F0421	Spirochaetes	0.379	0.9486
SC13	F4L0B1	87.97325	16.818884	Haliscomenobacter hydrossis (species), Haliscomenobacter (genus), Haliscomenobacteraceae (family), Saprospirales (order), Saprospiria (class), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Haliscomenobacter hydrossis (strain ATCC 27775 / DSM 1100 / LMG 10767 / O)	Bacteroidota	0.355	0.9192
SC13	F4L2B6	45.970467	30.143755	Haliscomenobacter hydrossis (species), Haliscomenobacter (genus), Haliscomenobacteraceae (family), Saprospirales (order), Saprospiria (class), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Haliscomenobacter hydrossis (strain ATCC 27775 / DSM 1100 / LMG 10767 / O)	Bacteroidota	0.374	0.9371
SC13	F7SSZ2	73.58585	48.387615	unclassified Halomonas (no rank), Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas sp. TD01	Pseudomonadota	0.535	0.9671
SC13	F8FHE2	78.98266	39.350536	Paenibacillus mucilaginosus (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus mucilaginosus (strain KNP414)	Bacillota	0.422	0.9419
SC13	F8GJD9	89.05566	27.271368	unclassified Nitrosomonas (no rank), Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas sp. (strain Is79A3)	Pseudomonadota	0.57	0.9872
SC13	F9ZIV0	86.56864	30.934814	unclassified Nitrosomonas (no rank), Nitrosomonas (genus), Nitrosomonadaceae (family), Nitrosomonadales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosomonas sp. AL212	Pseudomonadota	0.566	0.9511
SC13	G4E7T4	102.3276	3.7778747	Thiorhodospira sibirica (species), Thiorhodospira (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiorhodospira sibirica ATCC 700588	Pseudomonadota	0.573	0.986
SC13	G4F5J3	71.62175	50.930077	unclassified Halomonas (no rank), Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas sp. HAL1	Pseudomonadota	0.531	0.9546
SC13	G7VWJ6	79.4516	40.1427	Paenibacillus terrae (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus terrae (strain HPL-003)	Bacillota	0.429	0.9593
SC13	H0J2R2	73.57	48.374355	unclassified Halomonas (no rank), Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas sp. GFAJ-1	Pseudomonadota	0.543	0.9555
SC13	H1G6X9	102.339905	9.693238	unclassified Ectothiorhodospira (no rank), Ectothiorhodospira (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ectothiorhodospira sp. PHS-1	Pseudomonadota	0.571	0.9807
SC13	H6CNB9	79.04728	40.283287	unclassified Paenibacillus (no rank), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus sp. Aloe-11	Bacillota	0.434	0.9566
SC13	H6N9Z0	78.0276	42.50474	Paenibacillus mucilaginosus (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus mucilaginosus 3016	Bacillota	0.422	0.9433
SC13	H8KYQ0	99.804	51.47972	Frateuria aurantia (species), Frateuria (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Frateuria aurantia (strain ATCC 33424 / DSM 6220 / KCTC 2777 / LMG 1558 / NBRC 3245 / NCIMB 13370) (Acetobacter aurantius)	Pseudomonadota	0.515	0.9597
SC13	I0BE88	78.61084	42.468063	Paenibacillus mucilaginosus (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus mucilaginosus K02	Bacillota	0.426	0.9548
SC13	I4VKD4	95.42359	22.082365	Rhodanobacter fulvus (species), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter fulvus Jip2	Pseudomonadota	0.521	0.9732
SC13	I4VW03	103.53596	45.64561	Rhodanobacter fulvus (species), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter fulvus Jip2	Pseudomonadota	0.51	0.9524
SC13	I4W067	103.63245	45.49317	Rhodanobacter spathiphylli (species), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter spathiphylli B39	Pseudomonadota	0.514	0.9545
SC13	I4W440	102.34993	10.125794	Rhodanobacter spathiphylli (species), Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter spathiphylli B39	Pseudomonadota	0.53	0.9905
SC13	I5AQZ7	84.855255	41.460846	Eubacterium cellulosolvens (species), Eubacterium (genus), Eubacteriaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	[Eubacterium] cellulosolvens 6	Bacillota	0.437	0.9666
SC13	J9HAT5	87.75378	42.92998	Alicyclobacillus hesperidum (species), Alicyclobacillus (genus), Alicyclobacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Alicyclobacillus hesperidum URH17-3-68	Bacillota	0.428	0.9587
SC13	K4KMJ5	85.642685	43.87117	Simiduia agarivorans (species), Simiduia (genus), Cellvibrionaceae (family), Cellvibrionales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Simiduia agarivorans (strain DSM 21679 / JCM 13881 / BCRC 17597 / SA1)	Pseudomonadota	0.521	0.9724
SC13	L9UB54	70.860886	51.059242	Halomonas titanicae (species), Halomonas (genus), Halomonadaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Halomonas titanicae BH1	Pseudomonadota	0.525	0.9665
SC13	M4NFP8	92.81077	24.45863	Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter denitrificans	Pseudomonadota	0.521	0.9738
SC13	M4NHF3	98.96041	52.35083	Rhodanobacter (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rhodanobacter denitrificans	Pseudomonadota	0.512	0.9589
SC13	M5DWJ8	94.42227	55.116673	Thalassolituus oleivorans (species), Thalassolituus (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thalassolituus oleivorans MIL-1	Pseudomonadota	0.513	0.967
SC13	M9YCP9	75.29038	-51.59436	Azotobacter vinelandii (species), Azotobacter (genus), Azotobacter group (subfamily), Pseudomonadaceae (family), Pseudomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Azotobacter vinelandii CA6	Pseudomonadota	0.516	0.9585
SC13	Q0AQ95	63.13138	34.14321	Maricaulis maris (species), Maricaulis (genus), Maricaulaceae (family), Maricaulales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Maricaulis maris (strain MCS10)	Pseudomonadota	0.414	0.9235
SC13	Q0F0C3	88.99941	24.842497	Mariprofundus ferrooxydans (species), Mariprofundus (genus), Mariprofundaceae (family), Mariprofundales (order), Zetaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Mariprofundus ferrooxydans PV-1	Pseudomonadota	0.557	0.9747
SC13	Q2SN84	98.76806	51.343334	Hahella chejuensis (species), Hahella (genus), Hahellaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Hahella chejuensis (strain KCTC 2396)	Pseudomonadota	0.53	0.9561
SC13	Q3J8K0	102.170044	3.1045184	Nitrosococcus oceani (species), Nitrosococcus (genus), Chromatiaceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107)	Pseudomonadota	0.561	0.9864
SC13	Q5ZYS2	99.65713	9.634604	Legionella pneumophila subsp. pneumophila (subspecies), Legionella pneumophila (species), Legionella (genus), Legionellaceae (family), Legionellales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	Pseudomonadota	0.501	0.9648
SC13	Q8KT79	93.08391	-15.955003	environmental samples (no rank), Bacteria (superkingdom), cellular organisms (no rank)	uncultured bacterium	Other	0.937	0.9965
SC13	R4YQ10	93.895226	54.93948	Oleispira antarctica (species), Oleispira (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oleispira antarctica RB-8	Pseudomonadota	0.519	0.9659
SC13	R6FEU6	-84.171455	71.50072	environmental samples (no rank), Bacteroides (genus), Bacteroidaceae (family), Bacteroidales (order), Bacteroidia (class), Bacteroidota (phylum), Bacteroidetes/Chlorobi group (no rank), FCB group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Bacteroides sp. CAG:633	Bacteroidota	0.332	0.9238
SC13	R9IQU5	83.974846	38.26807	unclassified Lachnospiraceae (no rank), Lachnospiraceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Lachnospiraceae bacterium 3-1	Bacillota	0.428	0.9632
SC13	R9KE14	83.35155	37.23637	unclassified Lachnospiraceae (no rank), Lachnospiraceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Lachnospiraceae bacterium A2	Bacillota	0.423	0.9517
SC13	S0JIX8	81.85631	36.635754	unclassified Eubacterium (no rank), Eubacterium (genus), Eubacteriaceae (family), Eubacteriales (order), Clostridia (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Eubacterium sp. 14-2	Bacillota	0.423	0.9294
SC13	S9SJV6	56.412117	33.404934	Rubellimicrobium thermophilum (species), Rubellimicrobium (genus), Roseobacteraceae (family), Rhodobacterales (order), Alphaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Rubellimicrobium thermophilum DSM 16684	Pseudomonadota	0.393	0.944
SC13	U2FZR5	89.1698	44.48538	Salinisphaera shabanensis (species), Salinisphaera (genus), Salinisphaeraceae (family), Salinisphaerales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Salinisphaera shabanensis E1L3A	Pseudomonadota	0.558	0.9182
SC13	W7YIQ7	78.287636	37.229774	Paenibacillus pini (species), Paenibacillus (genus), Paenibacillaceae (family), Bacillales (order), Bacilli (class), Bacillota (phylum), Terrabacteria group (no rank), Bacteria (superkingdom), cellular organisms (no rank)	Paenibacillus pini JCM 16418	Bacillota	0.407	0.9393
SC13	W8KS51	96.28402	7.295006	Ectothiorhodospira (genus), Ectothiorhodospiraceae (family), Chromatiales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Ectothiorhodospira haloalkaliphila	Pseudomonadota	0.565	0.9542
SC13	W9V2U1	87.94614	44.34334	Nitrincola (genus), Oceanospirillaceae (family), Oceanospirillales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Nitrincola nitratireducens	Pseudomonadota	0.535	0.9607
SC59	F5S7Y6	101.16413	9.951734	Kingella kingae (species), Kingella (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Kingella kingae ATCC 23330	Pseudomonadota	0.585	0.984
SC59	A0A011PU89	93.13563	-16.34142	Candidatus Accumulibacter (genus), Betaproteobacteria incertae sedis (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Accumulibacter appositus	Pseudomonadota	0.951	0.9956
SC59	A0A011QT80	92.20779	-15.903158	unclassified Candidatus Accumulibacter (no rank), Candidatus Accumulibacter (genus), Betaproteobacteria incertae sedis (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Accumulibacter sp. BA-94	Pseudomonadota	0.871	0.9917
SC59	A0A022GG14	100.35594	-17.256231	unclassified Cupriavidus (no rank), Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus sp. SK-4	Pseudomonadota	0.595	0.9899
SC59	A0A066TI79	101.566635	4.0720673	Snodgrassella (genus), Neisseriaceae (family), Neisseriales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Snodgrassella alvi	Pseudomonadota	0.571	0.9828
SC59	A0A069IGX1	100.30592	-17.11673	unclassified Cupriavidus (no rank), Cupriavidus (genus), Burkholderiaceae (family), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Cupriavidus sp. SK-3	Pseudomonadota	0.585	0.9857
SC59	A0A078BM74	117.83366	-19.671062	unclassified Thiomonas (no rank), Thiomonas (genus), Burkholderiales genera incertae sedis (no rank), Burkholderiales (order), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Thiomonas sp. CB2	Pseudomonadota	0.553	0.9679
SC59	A0A084Y6C5	92.74571	-16.235718	Candidatus Accumulibacter (genus), Betaproteobacteria incertae sedis (no rank), Betaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Candidatus Accumulibacter phosphatis	Pseudomonadota	0.894	0.9967
SC59	A0A099CW45	95.88412	10.7493925	Oleiagrimonas (genus), Rhodanobacteraceae (family), Xanthomonadales (order), Gammaproteobacteria (class), Pseudomonadota (phylum), Bacteria (superkingdom), cellular organisms (no rank)	Oleiagrimonas soli	Pseudomonadota	0.52	0.9569
