protid	StruCluster
A0A1B9DSV8	SC26
A0A1B9JXQ1	SC26
A0A1B9JYS4	SC26
A0A1B9K9Y5	SC26
A0A1B9MTI6	SC26
A0A1B9YCZ9	SC26
A0A1D7QPG8	SC26
A0A1D9P651	SC26
A0A1E5ESI1	SC26
A0A1E5FBK3	SC26
A0A1E5UDY9	SC26
A0A1E9BE97	SC26
A0A1F0I2U3	SC26
A0A1F3D7K0	SC26
A0A1F3KV24	SC26
A0A1F3MDF3	SC26
A0A1F3MYD4	SC26
A0A1F3NDX1	SC26
A0A1G5C123	SC26
A0A1G6J5S8	SC26
A0A1G7NLP5	SC26
A0A1G7VNA5	SC26
A0A1G8EHI0	SC26
A0A1G8EMN5	SC26
A0A1G8Z373	SC26
A0A1G9QNN1	SC26
A0A1G9QVJ3	SC26
A0A1H1D629	SC26
A0A1H1RUQ2	SC26
A0A1H3F3C0	SC26
A0A1H3WED5	SC26
A0A1H4BMX9	SC26
A0A1H6H416	SC26
A0A1H6LV73	SC26
A0A1H7U0S6	SC26
A0A1H7VQR9	SC26
A0A1H8KX61	SC26
A0A1H8M2D6	SC26
A0A1H8MTF8	SC26
A0A1H9L3P9	SC26
A0A1H9M942	SC26
A0A1I0N5C9	SC26
A0A1I0SEP1	SC26
A0A1I2H787	SC26
A0A1I2IL04	SC26
A0A1I3ACW8	SC26
A0A1I3UYZ2	SC26
A0A1I4WAK7	SC26
A0A1I4YL00	SC26
A0A1I6KL29	SC26
A0A1I7IHB7	SC26
A0A1K2IIR3	SC26
A0A1M4SAS2	SC26
A0A1M4W9K5	SC26
A0A1M4Z9A0	SC26
A0A1M5F5S1	SC26
A0A1M5G2N9	SC26
A0A1M5HLD3	SC26
A0A1M5JWX4	SC26
A0A1M5LQN6	SC26
A0A1M5MNE4	SC26
A0A1M5N326	SC26
A0A1M5TMK7	SC26
A0A1M6PLN5	SC26
A0A1M6YX25	SC26
A0A1M7EIB5	SC26
A0A1M7HGT2	SC26
A0A1M7KQA8	SC26
A0A1M7L8Q2	SC26
A0A1M7MIJ3	SC26
A0A1M7MKX6	SC26
A0A1M7MWN5	SC26
A0A1N6FKI3	SC26
A0A1N6JUP8	SC26
A0A1N6R8M9	SC26
A0A1N6XG11	SC26
A0A1N7I3H3	SC26
A0A1N7IJG8	SC26
A0A1N7QMG4	SC26
A0A1N7QQN2	SC26
A0A1Q3Z8L1	SC26
A0A1Q6H1B9	SC26
A0A1Q6H4E1	SC26
A0A1R3FHS6	SC26
A0A1S1J0Y8	SC26
A0A1S2SXX3	SC26
A0A1S9A2L3	SC26
A0A1T1BN32	SC26
A0A1T1CCC3	SC26
A0A1T5FQ98	SC26
A0A1U7PY57	SC26
A0A1V2CCZ0	SC26
A0A1V3R0M2	SC26
A0A1V3U519	SC26
A0A1V6BK51	SC26
A0A1V6HKF0	SC26
A0A1W1ZGD6	SC26
A0A1W2EWS0	SC26
A0A1W2GE04	SC26
A0A1X9Z3W5	SC26
A0A1Y1T612	SC26
A0A1Y4A940	SC26
A0A1Y4GN69	SC26
A0A1Y6L1G4	SC26
A0A1Y6MNS0	SC26
A0A1Z8AX49	SC26
A0A202C197	SC26
A0A220SAG8	SC26
A0A223NZT9	SC26
A0A226GRY2	SC26
A0A227P3T1	SC26
A0A238U700	SC26
A0A238V509	SC26
A0A243SFH9	SC26
A0A244CX52	SC26
A0A255SP54	SC26
A0A255TPG2	SC26
A0A2D0A4Z3	SC26
A0A2D1U5C3	SC26
A0A2D5LPI1	SC26
A0A2D5NC37	SC26
A0A2D5Q3W5	SC26
A0A2D6I7S7	SC26
A0A2D6SFG7	SC26
A0A2D7A395	SC26
A0A2E0QNA1	SC26
A0A2E1EQN6	SC26
A0A2E2UGD0	SC26
A0A2E3ABV6	SC26
A0A2E5BEH4	SC26
A0A2E5FCU4	SC26
A0A2E6JQN5	SC26
A0A2E8FWK4	SC26
A0A2E8SMA5	SC26
A0A2E9G900	SC26
A0A2G2K765	SC26
A0A2G6T9N6	SC26
A0A2G6UM93	SC26
A0A2G6VY60	SC26
A0A2H0G809	SC26
A0A2J6I4D7	SC26
A0A2M6X121	SC26
A0A2M8FQX3	SC26
A0A2M8XY18	SC26
A0A2M9CA81	SC26
A0A2N0HJ18	SC26
A0A2N0TMQ0	SC26
A0A2N0XEM9	SC26
A0A2N1G9A5	SC26
A0A2N2W0L3	SC26
A0A2N2XY40	SC26
A0A2N6EUU8	SC26
A0A2N7HWZ4	SC26
A0A2N7KYW7	SC26
A0A2N7NEP7	SC26
A0A2R6VAG6	SC26
A0A2R7KK38	SC26
A0A2R7NKH3	SC26
A0A2S0IIE8	SC26
A0A2S4ZYD8	SC26
A0A2S5P5X7	SC26
A0A2S6IIJ0	SC26
A0A2S7I7A4	SC26
A0A2S7TDC2	SC26
A0A2S7UD96	SC26
A0A2S7UE51	SC26
A0A2S8ZWF0	SC26
A0A2S9D121	SC26
A0A2S9WTQ1	SC26
A0A2T2VWM2	SC26
A0A2T3HJ14	SC26
A0A2T3I0D8	SC26
A0A2T4WF24	SC26
A0A2T8HIL2	SC26
A0A2U0DKH6	SC26
A0A2U0TWB7	SC26
A0A2U1JVR0	SC26
A0A2V2ZNN4	SC26
A0A2V4BLG5	SC26
A0A2V4C8N3	SC26
A0A2W5H2I9	SC26
A0A2W6TC40	SC26
A0A2W6Y420	SC26
A0A2W7I7B0	SC26
A0A2W7TNL3	SC26
A0A2X2X408	SC26
A0A316DGZ9	SC26
A0A316WLG7	SC26
A0A316X9T6	SC26
A0A316XB10	SC26
A0A317EQ87	SC26
A0A317F4U4	SC26
A0A318QAC7	SC26
A0A318UNM7	SC26
A0A327T813	SC26
A0A346R2B4	SC26
A0A348HFC1	SC26
A0A348TUA1	SC26
A0A349PLU8	SC26
A0A350YRB6	SC26
A0A352YY19	SC26
A0A354W9S3	SC26
A0A356Z022	SC26
A0A357B8S6	SC26
A0A359CXB0	SC26
A0A366L1D1	SC26
A0A368DK06	SC26
A0A369PZQ2	SC26
A0A371YZI6	SC26
A0A372UVN4	SC26
A0A373FWR2	SC26
A0A373FXQ3	SC26
A0A373G066	SC26
A0A374WHP3	SC26
A0A381F579	SC26
A0A381FPR8	SC26
A0A3A5S9I3	SC26
A0A3A6MPM3	SC26
A0A3B1EJW0	SC26
A0A3B9FCN7	SC26
A0A3B9P452	SC26
A0A3C0AVS1	SC26
A0A3C0JHJ3	SC26
A0A3C0SWS6	SC26
A0A3C1RJ14	SC26
A0A3C2CAR8	SC26
A0A3D0JBX3	SC26
A0A3D0M9K1	SC26
A0A3D3M9Y6	SC26
A0A3D3QZQ1	SC26
A0A3D3XR06	SC26
A0A3D4C7G1	SC26
A0A3D5IXY4	SC26
A0A3D6BPZ4	SC26
A0A3D9AJM9	SC26
A0A3D9B7M0	SC26
A0A3D9BEZ9	SC26
A0A3D9BH34	SC26
A0A3D9CCF7	SC26
A0A3D9CH11	SC26
A0A3D9CVF7	SC26
A0A3D9DNP3	SC26
A0A3E0EPA8	SC26
A0A3E1NM82	SC26
A0A3E5H0V6	SC26
A0A3G2G581	SC26
A0A3G2L786	SC26
A0A3G6MEJ7	SC26
A0A3G6MRQ6	SC26
A0A3G6N4F1	SC26
A0A3G6PCU0	SC26
A0A3G6QQY2	SC26
A0A3G6RK24	SC26
A0A3G6S3U7	SC26
A0A3G6TNS0	SC26
A0A3G6TX62	SC26
A0A3G8X195	SC26
A0A3G8Y9E6	SC26
A0A3G8ZFU3	SC26
A0A3L7DLB0	SC26
A0A3L9ZMQ9	SC26
A0A3M7LB05	SC26
A0A3M7TDT8	SC26
A0A3M9MM60	SC26
A0A3N0BTM3	SC26
A0A3N0EJ66	SC26
A0A3N0W5X7	SC26
A0A3N0WD85	SC26
A0A3N0X5P5	SC26
A0A3N2F5T5	SC26
A0A3N7ABV3	SC26
A0A3N7DC38	SC26
A0A3N7DI90	SC26
A0A3Q9E7S5	SC26
A0A3R8NX99	SC26
A0A3R8P916	SC26
A0A3S0B0H2	SC26
A0A3S2U2H3	SC26
A0A3S4TKF3	SC26
A0A3S9MZ20	SC26
A0A3S9MZF3	SC26
A0A401LQR7	SC26
A0A411DJF4	SC26
A0A412BLG3	SC26
A0A412CJE2	SC26
A0A413B552	SC26
A0A413E5N5	SC26
A0A413IYV1	SC26
A0A413V5Q0	SC26
A0A413V8Y1	SC26
A0A414FCA1	SC26
A0A414HDE2	SC26
A0A414YWE1	SC26
A0A415M1P4	SC26
A0A416G9N7	SC26
A0A419EM55	SC26
A0A420CWF5	SC26
A0A420D8E2	SC26
A0A426RBQ2	SC26
A0A426REW7	SC26
A0A432CKF2	SC26
A0A432CPI6	SC26
A0A432WJ38	SC26
A0A432XR89	SC26
A0A432YTE8	SC26
A0A432ZGB5	SC26
A0A434A6S4	SC26
A0A448B297	SC26
A0A482U0F6	SC26
A0A495LMV2	SC26
A0A495S323	SC26
A0A495SPI5	SC26
A0A497UYQ4	SC26
A0A4P6YAR6	SC26
A0A4Q0XKS5	SC26
A0A4Q1ENS2	SC26
A0A4Q1FP67	SC26
A0A4Q5I9Q1	SC26
A0A4Q9H9L1	SC26
A0A4R0MJD0	SC26
A0A4R0MWJ7	SC26
A0A4R0NK94	SC26
A0A4R0NKI4	SC26
A0A4R0PWH6	SC26
A0A4R1JW82	SC26
A0A4R1M0X8	SC26
A0A4R2H838	SC26
A0A4R5AQI7	SC26
A0A4R5C671	SC26
A0A4R5D2G4	SC26
A0A4R5D6G6	SC26
A0A4R5F650	SC26
A0A4R5FF76	SC26
A0A4R6IQ79	SC26
A0A4R6LCV9	SC26
A0A4R7DKZ8	SC26
A0A4R8I2W7	SC26
A0A4U1C9J9	SC26
A0A4U1CQM6	SC26
A0A4U1CVV4	SC26
A0A4U1GGV6	SC26
A0A4U2D9Y7	SC26
A0A4U2EFM5	SC26
A0A4U8W932	SC26
A0A4V2Q3H2	SC26
A0A4V2ZZV7	SC26
A0A4V6PUS9	SC26
A0A4Y4B0V3	SC26
A0A4Y4M5V1	SC26
A0A4Y7UDD6	SC26
A0A502E291	SC26
A0A511XZM2	SC26
A0A511YAN8	SC26
A0A511YLP7	SC26
A0A512RJ87	SC26
A0A519KPI5	SC26
A0A519LFC8	SC26
A0A519LTW9	SC26
A0A519NKA8	SC26
A0A519P162	SC26
A0A519SN81	SC26
A0A519U3X9	SC26
A0A519WWK4	SC26
A0A520CUD5	SC26
A0A520EB27	SC26
A0A520RGQ2	SC26
A0A520X6U9	SC26
A0A521ANY8	SC26
A0A521CH15	SC26
A0A522G6T7	SC26
A0A523E6I2	SC26
A0A523J2S1	SC26
A0A543EMJ0	SC26
A0A553BGA2	SC26
A0A553C6M3	SC26
A0A553DCF1	SC26
A0A553DXW9	SC26
A0A562PII5	SC26
A0A5A8AG99	SC26
A0A5B2TPP9	SC26
A0A5B2UCL1	SC26
A0A5B6TTN0	SC26
A0A5B7SJA0	SC26
A0A5B9WGJ8	SC26
A0A5C0ZKF3	SC26
A0A5C6ZTK7	SC26
A0A5C7AYE6	SC26
A0A5C8AQ24	SC26
A0A5D0GMT2	SC26
A0A5D8ZYR3	SC26
A0A5J4ILU1	SC26
A0A5M5BMD1	SC26
A0A5M5MAB2	SC26
A0A5M6B849	SC26
A0A5M9N1S1	SC26
A0A5N5ZHB4	SC26
A0A5N7UWA7	SC26
A0A5N7Z055	SC26
A0A5P2G5S7	SC26
A0A5Q3QGS1	SC26
A0A5R9PMD4	SC26
A0A651FA02	SC26
A0A653MTQ9	SC26
A0A653UWK4	SC26
A0A662ZFY0	SC26
A0A679HP22	SC26
A0A6A1XJA5	SC26
A0A6B3PNC8	SC26
A0A6B9ZQF2	SC26
A0A6G6YKP7	SC26
A0A6G7C6N8	SC26
A0A6G7IY95	SC26
A0A6H0KV80	SC26
A0A6H0KVZ7	SC26
A0A6I0SIK6	SC26
A0A6I2GZG5	SC26
A0A6I3MIH1	SC26
A0A6I4NNE1	SC26
A0A6J4G8F4	SC26
A0A6J4GWX6	SC26
A0A6L4Z0A6	SC26
A0A6L6U6F7	SC26
A0A6L7IMY2	SC26
A0A6L8TZT2	SC26
A0A6L8UDR8	SC26
A0A6L9EXP8	SC26
A0A6M2C7P6	SC26
A0A6M8SF40	SC26
A0A6N2W811	SC26
A0A6N2XQ04	SC26
A0A6N4X4U1	SC26
A0A6N4XWD8	SC26
A0A6P0UJN6	SC26
A0A6P1P2G7	SC26
A0A6V6Z757	SC26
A0A6V6Z9T3	SC26
A0A7C1Q916	SC26
A0A7C3I0H1	SC26
A0A7C4BP52	SC26
A0A7G3BQY0	SC26
A0A7G8UZU9	SC26
A0A7G9QLB7	SC26
A0A7J5LBI7	SC26
A0A7J5Q1Z9	SC26
A0A7K0E9V0	SC26
A0A7K0FI26	SC26
A0A7K0FWR6	SC26
A0A7K1G2T0	SC26
A0A7K1GHP3	SC26
A0A7K1SUW5	SC26
A0A7K1XSD5	SC26
A0A7K1Y7Y4	SC26
A0A7K3MUM2	SC26
A0A7K3WRN6	SC26
A0A7L4TJS3	SC26
A0A7L4ZMV1	SC26
A0A7L5E105	SC26
A0A7L8UI66	SC26
A0A7S9PZ33	SC26
A0A7U7HD96	SC26
A0A7V4IA49	SC26
A0A7V6LT55	SC26
A0A7W1SPI4	SC26
A0A7W4CDG9	SC26
A0A7W4J4P3	SC26
A0A7W6KAD9	SC26
A0A7W8YNV1	SC26
A0A7W8ZIK4	SC26
A0A7X0MLV6	SC26
A0A7X6PC50	SC26
A0A7X8IPQ7	SC26
A0A7X9P126	SC26
A0A7X9PM81	SC26
A0A7Y0A3L2	SC26
A0A7Y0FU36	SC26
A0A7Y0IE67	SC26
A0A7Y3CVY6	SC26
A0A7Y3HIT4	SC26
A0A7Y3X1T4	SC26
A0A7Y4TE77	SC26
A0A7Y5FQB9	SC26
A0A7Y5T128	SC26
A0A7Y5VFU9	SC26
A0A7Y7NT77	SC26
A0A7Y7PD59	SC26
A0A7Y8NVY4	SC26
A0A7Y8VCT3	SC26
A0A7Z8P9I3	SC26
A0A828VKB9	SC26
A0A831QUU8	SC26
A0A840KF10	SC26
A0A841LQN2	SC26
A0A841NFQ7	SC26
A0A847IXT8	SC26
A0A847XNM4	SC26
A0A848N8A1	SC26
A0A848SZU2	SC26
A0A848ZNZ4	SC26
A0A853NKQ7	SC26
A0A855IW71	SC26
A0A8B3WNC1	SC26
A0M1U9	SC26
A4CMX9	SC26
A5ZC41	SC26
A5ZLM3	SC26
A6ED52	SC26
A7M0Y8	SC26
A9DLK7	SC26
B8KRJ9	SC26
C3QYK7	SC26
C6IH53	SC26
C9KVB7	SC26
D4WM82	SC26
D6CWE7	SC26
D7II65	SC26
D7K9D4	SC26
E5CF48	SC26
F4C262	SC26
H6RFN8	SC26
H7FV99	SC26
I8V5N2	SC26
I8Z0G1	SC26
J3BYK6	SC26
J3CNE6	SC26
K5CDL6	SC26
K5CI61	SC26
L7WHF4	SC26
M7MJV3	SC26
Q1K2B9	SC26
Q26CM9	SC26
Q5QY93	SC26
Q8AAC4	SC26
R5CIF4	SC26
R5D0Y7	SC26
R5KDE9	SC26
R5LRG2	SC26
R6A6I4	SC26
R6J620	SC26
R6S9B8	SC26
R7DUK0	SC26
R7KSX7	SC26
R7P8L1	SC26
R9HF91	SC26
U2CAR6	SC26
U7D300	SC26
W6TVB7	SC26
W7QKR1	SC26
W8VT09	SC26
A0A357J2L1	SC27
A0A075LU76	SC27
A0A0A2T979	SC27
A0A0A3JA58	SC27
A0A0R2BMT8	SC27
A0A0U1NZ23	SC27
A0A0U2XV82	SC27
A0A100WBN8	SC27
A0A101GKV9	SC27
A0A134CK19	SC27
A0A139D3Q5	SC27
A0A162GGQ7	SC27
A0A1A2X7F2	SC27
A0A1A3K144	SC27
A0A1C7E3N0	SC27
A0A1C7ED11	SC27
A0A1E5HY52	SC27
A0A1G5HL49	SC27
A0A1G6IND4	SC27
A0A1G6T203	SC27
A0A1G9QY57	SC27
A0A1H0CPV6	SC27
A0A1H9UH66	SC27
A0A1H9ZIU2	SC27
A0A1M7N592	SC27
A0A1Q6FX27	SC27
A0A1V6JF49	SC27
A0A1X2E8H6	SC27
A0A268AFX7	SC27
A0A268BVI2	SC27
A0A268HHR1	SC27
A0A285N5T4	SC27
A0A2E8PXT8	SC27
A0A2I0F0K9	SC27
A0A2I1PI95	SC27
A0A2M7MML5	SC27
A0A2M9ZUU0	SC27
A0A2N4XFK2	SC27
A0A2S5YF47	SC27
A0A2S8L0B3	SC27
A0A2V7R5M0	SC27
A0A344TF41	SC27
A0A350MQ92	SC27
A0A353PC23	SC27
A0A358HUJ7	SC27
A0A365K1A9	SC27
A0A3A6JS44	SC27
A0A3B9ZA99	SC27
A0A3L7XWV9	SC27
A0A3N1NBJ2	SC27
A0A3N2FX10	SC27
A0A3Q9UUH5	SC27
A0A433AL59	SC27
A0A494XYC1	SC27
A0A497YBH0	SC27
A0A4Q3JSF6	SC27
A0A4Q5LVM2	SC27
A0A4R1VHZ8	SC27
A0A4R5X0B2	SC27
A0A4R9G8W5	SC27
A0A4R9GHQ5	SC27
A0A4R9H5J1	SC27
A0A4Z0FBN2	SC27
A0A511NHF8	SC27
A0A544THH0	SC27
A0A562V7S3	SC27
A0A5F1ZHW9	SC27
A0A5F2ECX6	SC27
A0A5F2EGV4	SC27
A0A657B5L8	SC27
A0A6H0RY93	SC27
A0A6I4ZV00	SC27
A0A6J4NHW6	SC27
A0A6P1EZW5	SC27
A0A6P1FH55	SC27
A0A6P1JDL6	SC27
A0A7D7MCY6	SC27
A0A7I7JT98	SC27
A0A7I9YBB4	SC27
A0A7X7UKT4	SC27
A0A7Y8IAR1	SC27
A0A7Z0SS05	SC27
A0A847CD32	SC27
A0A853FRX6	SC27
E0TC24	SC27
M3HE24	SC27
R5UZ81	SC27
A0A367M9M9	SC28
A0A024HB21	SC28
A0A081ND75	SC28
A0A0B3BN32	SC28
A0A0D6T1H7	SC28
A0A0F0DKZ8	SC28
A0A0H2ZJ53	SC28
A0A0U4VTP1	SC28
A0A0V8SWI1	SC28
A0A0W0R1J1	SC28
A0A0W0SBV2	SC28
A0A0W0VLJ3	SC28
A0A0W0WJS4	SC28
A0A0W0ZQK0	SC28
A0A117NBX8	SC28
A0A127ML04	SC28
A0A127PE17	SC28
A0A140J129	SC28
A0A147H9E7	SC28
A0A178LGW5	SC28
A0A1A5D1B2	SC28
A0A1B3EES3	SC28
A0A1B8TA22	SC28
A0A1B8UZQ9	SC28
A0A1C7BD93	SC28
A0A1E4WSN8	SC28
A0A1E8CH51	SC28
A0A1G5MRI0	SC28
A0A1G8J3H6	SC28
A0A1H0BJQ1	SC28
A0A1H2RLZ7	SC28
A0A1H7AS63	SC28
A0A1H7FP96	SC28
A0A1H8V3L2	SC28
A0A1H8ZPY0	SC28
A0A1H9HXS0	SC28
A0A1H9TWU0	SC28
A0A1I0SIH4	SC28
A0A1I3BUU8	SC28
A0A1I5UEF1	SC28
A0A1N6YZD6	SC28
A0A1S1GDE5	SC28
A0A1T2L7M3	SC28
A0A1T2N7K6	SC28
A0A1V9UL65	SC28
A0A1Z9T123	SC28
A0A212BP57	SC28
A0A229FTA8	SC28
A0A239HJP1	SC28
A0A246FDJ7	SC28
A0A259K4T0	SC28
A0A2A5AUU6	SC28
A0A2A5HY67	SC28
A0A2A5WD41	SC28
A0A2D7F5J8	SC28
A0A2D9TXY8	SC28
A0A2E0HN52	SC28
A0A2E0N3K0	SC28
A0A2E0ZXD1	SC28
A0A2E1LYH1	SC28
A0A2E1ZMZ3	SC28
A0A2E1ZQV3	SC28
A0A2E2HTG6	SC28
A0A2E2MK09	SC28
A0A2E3U766	SC28
A0A2E7DJZ3	SC28
A0A2E8CCA1	SC28
A0A2E8FBS7	SC28
A0A2E9JGT9	SC28
A0A2E9MV40	SC28
A0A2E9ZF35	SC28
A0A2M7LAE8	SC28
A0A2M8UUM2	SC28
A0A2M8X4I8	SC28
A0A2M9TFQ5	SC28
A0A2N1Z791	SC28
A0A2P6JMU8	SC28
A0A2R3IWN8	SC28
A0A2S4APV9	SC28
A0A2V2STR7	SC28
A0A2V6HAW0	SC28
A0A2W1MMK2	SC28
A0A2W5CT39	SC28
A0A2W5WXG7	SC28
A0A2X2DM85	SC28
A0A2Z5A1V2	SC28
A0A329HYG6	SC28
A0A349TNF6	SC28
A0A352Q078	SC28
A0A354TN27	SC28
A0A356S679	SC28
A0A357HZ39	SC28
A0A359GUD4	SC28
A0A368B9A7	SC28
A0A377GE33	SC28
A0A378HYE9	SC28
A0A395R1R9	SC28
A0A3B8TXW5	SC28
A0A3B8Z883	SC28
A0A3B9DGK2	SC28
A0A3C0EU38	SC28
A0A3C0P8B7	SC28
A0A3D0MGG4	SC28
A0A3D2JV64	SC28
A0A3D9F2T4	SC28
A0A3G2N249	SC28
A0A3N4B4M3	SC28
A0A3Q9IHF6	SC28
A0A3S1CKH3	SC28
A0A3S4NPW9	SC28
A0A431X4F5	SC28
A0A485GDI2	SC28
A0A4Q9UPL2	SC28
A0A4Q9VSA3	SC28
A0A4R2Z0Z6	SC28
A0A4V5NKV2	SC28
A0A4Y5W8I5	SC28
A0A4Y8USZ7	SC28
A0A516MXE9	SC28
A0A520RT01	SC28
A0A522AYZ2	SC28
A0A524NVA4	SC28
A0A534WEL0	SC28
A0A542VAS6	SC28
A0A545SXB8	SC28
A0A545T4L7	SC28
A0A553H0B6	SC28
A0A562QKP0	SC28
A0A5A9W2Y4	SC28
A0A5C7SRL5	SC28
A0A5C7TC73	SC28
A0A5J6Q5H0	SC28
A0A5P1DQX1	SC28
A0A5R9AC31	SC28
A0A5R9RCG5	SC28
A0A651EGG0	SC28
A0A679GCU7	SC28
A0A6A9K690	SC28
A0A6B1H6M6	SC28
A0A6F8T1U0	SC28
A0A6G6IQH9	SC28
A0A6J4QKG9	SC28
A0A6M1S9I5	SC28
A0A6N0KVE0	SC28
A0A6N9BTN0	SC28
A0A6P2BGZ7	SC28
A0A7C6X6W9	SC28
A0A7H0TAD9	SC28
A0A7V1BMF1	SC28
A0A7W1F2Z6	SC28
A0A7W7KH44	SC28
A0A7X0BUL0	SC28
A0A7X0JR85	SC28
A0A7Z2ZEA5	SC28
A0A7Z3GNC2	SC28
A0A839UFT6	SC28
A0A839UZ04	SC28
A0A857J051	SC28
A6VE17	SC28
G0A980	SC28
G9EPN7	SC28
I4WVI1	SC28
L8MT52	SC28
M4X9W4	SC28
N2J165	SC28
Q21EH0	SC28
Q5WZN9	SC28
S6BQ84	SC28
V6APH5	SC28
W5IND3	SC28
A0A3A1XQ86	SC29
A0A017H9N9	SC29
A0A021VT93	SC29
A0A022LWD8	SC29
A0A024H059	SC29
A0A061M0A4	SC29
A0A068FWW1	SC29
A0A068NMS7	SC29
A0A072MV38	SC29
A0A074J794	SC29
A0A074JWZ2	SC29
A0A074TPD3	SC29
A0A075JI52	SC29
A0A076JEU9	SC29
A0A076JJ88	SC29
A0A076Q415	SC29
A0A077LZ27	SC29
A0A077MCF0	SC29
A0A078MTZ0	SC29
A0A080N681	SC29
A0A081NRU4	SC29
A0A083XUK8	SC29
A0A085U1N5	SC29
A0A086Z2C3	SC29
A0A086ZF35	SC29
A0A086ZLL1	SC29
A0A086ZN91	SC29
A0A087A6P9	SC29
A0A087AP72	SC29
A0A087AXJ5	SC29
A0A087B2Q9	SC29
A0A087B9Q9	SC29
A0A087BAT3	SC29
A0A087BDH4	SC29
A0A087BRA2	SC29
A0A087C4M1	SC29
A0A087CFB9	SC29
A0A087CM88	SC29
A0A087CVT9	SC29
A0A087CZ96	SC29
A0A087DEC1	SC29
A0A087DJ82	SC29
A0A087DLB0	SC29
A0A087DN88	SC29
A0A087E2W7	SC29
A0A087E830	SC29
A0A087E926	SC29
A0A087VVI0	SC29
A0A089P8R4	SC29
A0A089PHQ3	SC29
A0A090ZM35	SC29
A0A095WX48	SC29
A0A095YBQ4	SC29
A0A099F7G7	SC29
A0A099FGK8	SC29
A0A0A0B207	SC29
A0A0A0BTT2	SC29
A0A0A0BU82	SC29
A0A0A0JAY8	SC29
A0A0A0JIL4	SC29
A0A0A0JWN0	SC29
A0A0A0UHF9	SC29
A0A0A1CXS7	SC29
A0A0A1ZVL4	SC29
A0A0A2ABT5	SC29
A0A0A2AJS6	SC29
A0A0A2B3F5	SC29
A0A0A2B9L9	SC29
A0A0A2BKN1	SC29
A0A0A2C6V5	SC29
A0A0A6VMD9	SC29
A0A0A6YCV5	SC29
A0A0A7I4A6	SC29
A0A0A7I5Z4	SC29
A0A0A8RV30	SC29
A0A0B2AJ05	SC29
A0A0B4CMJ5	SC29
A0A0B5F286	SC29
A0A0B7NZY3	SC29
A0A0B9A0H7	SC29
A0A0C2ZM09	SC29
A0A0D1C2J7	SC29
A0A0D4C087	SC29
A0A0D5A361	SC29
A0A0D5A454	SC29
A0A0D6AC32	SC29
A0A0D6AQS7	SC29
A0A0D6TH86	SC29
A0A0D6Z5L8	SC29
A0A0D8HI20	SC29
A0A0E4G0W7	SC29
A0A0F0LWS2	SC29
A0A0F3IUR9	SC29
A0A0F4KTH5	SC29
A0A0F4KVW3	SC29
A0A0F4M011	SC29
A0A0F4RLV4	SC29
A0A0F7N8M3	SC29
A0A0G9MGF6	SC29
A0A0H2KW53	SC29
A0A0H2PC47	SC29
A0A0H3EES3	SC29
A0A0H4C9W1	SC29
A0A0J0UX45	SC29
A0A0J1BSX0	SC29
A0A0K0Y719	SC29
A0A0K1FCS4	SC29
A0A0K1JGF1	SC29
A0A0K2RPG1	SC29
A0A0K2RZY5	SC29
A0A0K9ER94	SC29
A0A0L0BIV2	SC29
A0A0L0LQ31	SC29
A0A0L1JQJ3	SC29
A0A0L1LMV3	SC29
A0A0L6CKC8	SC29
A0A0L7B0L2	SC29
A0A0L7BZP1	SC29
A0A0L7CB88	SC29
A0A0L7CTZ8	SC29
A0A0L7D0A0	SC29
A0A0L8NIW6	SC29
A0A0M0FC80	SC29
A0A0M2CQT8	SC29
A0A0M3T5N5	SC29
A0A0M4GDG3	SC29
A0A0M4LFY1	SC29
A0A0M4M3S9	SC29
A0A0M4QNR2	SC29
A0A0N0T5D3	SC29
A0A0N1L3T8	SC29
A0A0P4UJU8	SC29
A0A0P7HMW0	SC29
A0A0P7ZPI8	SC29
A0A0Q4FCJ0	SC29
A0A0Q4H9F6	SC29
A0A0Q4TUY0	SC29
A0A0Q4V6X2	SC29
A0A0Q5E997	SC29
A0A0Q5JI55	SC29
A0A0Q5LIC6	SC29
A0A0Q5LWP2	SC29
A0A0Q5NYR6	SC29
A0A0Q6AGS1	SC29
A0A0Q6G8C9	SC29
A0A0Q6PSA8	SC29
A0A0Q6VKX8	SC29
A0A0Q7MCZ1	SC29
A0A0Q8V6F0	SC29
A0A0Q8VTQ7	SC29
A0A0Q8YF94	SC29
A0A0Q9CET3	SC29
A0A0Q9JB81	SC29
A0A0Q9KGY3	SC29
A0A0Q9L274	SC29
A0A0Q9LZA6	SC29
A0A0Q9M9U8	SC29
A0A0Q9NI89	SC29
A0A0Q9NMR6	SC29
A0A0Q9NQD5	SC29
A0A0Q9PBK1	SC29
A0A0Q9QAF1	SC29
A0A0Q9R6R1	SC29
A0A0Q9SM09	SC29
A0A0Q9SUA7	SC29
A0A0Q9TK03	SC29
A0A0Q9UPR3	SC29
A0A0R1PD70	SC29
A0A0R2H3E0	SC29
A0A0R2PB56	SC29
A0A0R2QJ02	SC29
A0A0R3CAF9	SC29
A0A0R3CSL4	SC29
A0A0S2LXF2	SC29
A0A0S2MK25	SC29
A0A0S3U270	SC29
A0A0S6URG6	SC29
A0A0S9CMT8	SC29
A0A0S9DCX7	SC29
A0A0S9DUU4	SC29
A0A0S9PJG2	SC29
A0A0T0MHW1	SC29
A0A0T2IHF9	SC29
A0A0U2XT14	SC29
