protid	LeidenCluster
A0A4Q2KRZ3	LC18
A0A4Q2KT72	LC10
A0A4Q2LYS3	LC14
A0A4Q2M657	LC18
A0A4Q2R6A4	LC09
A0A4Q2RT97	LC21
A0A4Q2S3A0	LC21
A0A4Q2SDG3	LC21
A0A4Q2SK99	LC21
A0A4Q2TJL0	LC15
A0A4Q2U4R3	LC21
A0A4Q2UJ68	LC19
A0A4Q2WVT4	LC20
A0A4Q2XBR9	LC25
A0A4Q2YGB5	LC00
A0A4Q2YN86	LC25
A0A4Q2ZFG3	LC10
A0A4Q2ZNJ4	LC02
A0A4Q2ZZT0	LC02
A0A4Q3A332	LC25
A0A4Q3B6R3	LC00
A0A4Q3BP82	LC02
A0A4Q3CJP5	LC00
A0A4Q3D3R4	LC21
A0A4Q3D6T0	LC10
A0A4Q3DV31	LC00
A0A4Q3DVN6	LC07
A0A4Q3F0B1	LC02
A0A4Q3FK35	LC21
A0A4Q3GHX0	LC07
A0A4Q3I6K5	LC15
A0A4Q3JG08	LC00
A0A4Q3JSF6	LC07
A0A4Q3KE31	LC06
A0A4Q3KUJ5	LC06
A0A4Q3LNH4	LC30
A0A4Q3MN77	LC30
A0A4Q3PS07	LC17
A0A4Q3QRL4	LC30
A0A4Q3RR61	LC07
A0A4Q3RU44	LC00
A0A4Q3S3U0	LC11
A0A4Q3SR15	LC02
A0A4Q3UFM1	LC28
A0A4Q3UZ28	LC11
A0A4Q3VIE5	LC10
A0A4Q3VM27	LC25
A0A4Q3VYM9	LC10
A0A4Q3WBW1	LC00
A0A4Q3WTC2	LC08
A0A4Q3XN03	LC00
A0A4Q3YTN3	LC10
A0A4Q3ZAV5	LC11
A0A4Q4ADN2	LC09
A0A4Q4AYQ6	LC38
A0A4Q4B364	LC07
A0A4Q4BV26	LC00
A0A4Q4CEA6	LC11
A0A4Q4DPR8	LC01
A0A4Q4GTB0	LC23
A0A4Q4IKC4	LC02
A0A4Q4IQM9	LC25
A0A4Q4J514	LC33
A0A4Q4J9D5	LC33
A0A4Q4JH52	LC07
A0A4Q4ZC74	LC01
A0A4Q5A4A4	LC13
A0A4Q5ABN9	LC13
A0A4Q5APR6	LC13
A0A4Q5APX3	LC13
A0A4Q5AWN7	LC13
A0A4Q5BH80	LC13
A0A4Q5EA19	LC14
A0A4Q5F209	LC14
A0A4Q5HAA0	LC14
A0A4Q5HCZ6	LC14
A0A4Q5I9Q1	LC08
A0A4Q5IZA2	LC01
A0A4Q5L557	LC05
A0A4Q5LQ27	LC28
A0A4Q5LS67	LC06
A0A4Q5LVM2	LC36
A0A4Q5M9F6	LC04
A0A4Q5MVM1	LC00
A0A4Q5NIA4	LC17
A0A4Q5PH45	LC30
A0A4Q5PV16	LC07
A0A4Q5PWY5	LC21
A0A4Q5RT91	LC10
A0A4Q5SMK5	LC00
A0A4Q5SMV9	LC06
A0A4Q5SWK0	LC07
A0A4Q5TLG3	LC41
A0A4Q5TQG4	LC02
A0A4Q5U0Q1	LC00
A0A4Q5U7R9	LC07
A0A4Q5UN69	LC07
A0A4Q5V325	LC07
A0A4Q5VH40	LC05
A0A4Q5VLS9	LC25
A0A4Q5VTI4	LC30
A0A4Q5W4I6	LC07
A0A4Q5WPU5	LC07
A0A4Q5X4L5	LC07
A0A4Q5XL19	LC33
A0A4Q5XQG1	LC11
A0A4Q5YFK8	LC07
A0A4Q5Z4L4	LC02
A0A4Q6AQ40	LC02
A0A4Q6AWU8	LC07
A0A4Q6B457	LC00
A0A4Q6BDD1	LC07
A0A4Q6C205	LC00
A0A4Q6DF94	LC02
A0A4Q6DV06	LC00
A0A4Q6E3R2	LC06
A0A4Q6ECZ1	LC06
A0A4Q6FDV8	LC00
A0A4Q6FEE3	LC00
A0A4Q6FSG0	LC02
A0A4Q6GLQ8	LC04
A0A4Q6GXR3	LC25
A0A4Q6IPB8	LC01
A0A4Q6JBY8	LC45
A0A4Q6V559	LC01
A0A4Q6X049	LC29
A0A4Q6XA45	LC23
A0A4Q6XX44	LC21
A0A4Q6XXI1	LC32
A0A4Q6YEU3	LC45
A0A4Q6YHH9	LC45
A0A4Q7AJL0	LC23
A0A4Q7AMH1	LC23
A0A4Q7B1E0	LC23
A0A4Q7BAB6	LC23
A0A4Q7BET5	LC23
A0A4Q7BP18	LC23
A0A4Q7BSA5	LC23
A0A4Q7CXR4	LC12
A0A4Q7DB96	LC22
A0A4Q7EE73	LC45
A0A4Q7EH33	LC36
A0A4Q7FZB0	LC33
A0A4Q7H6T2	LC12
A0A4Q7HWU4	LC09
A0A4Q7HZ37	LC09
A0A4Q7IR80	LC07
A0A4Q7IXT3	LC06
A0A4Q7JCC4	LC24
A0A4Q7KRU7	LC02
A0A4Q7LG24	LC20
A0A4Q7LLH2	LC49
A0A4Q7M880	LC00
A0A4Q7MB51	LC38
A0A4Q7MT28	LC10
A0A4Q7N4S0	LC02
A0A4Q7N953	LC38
A0A4Q7NUP8	LC27
A0A4Q7NWK7	LC01
A0A4Q7P4W0	LC27
A0A4Q7PC75	LC18
A0A4Q7PQA0	LC05
A0A4Q7R9B0	LC41
A0A4Q7S648	LC32
A0A4Q7T056	LC10
A0A4Q7TJ69	LC49
A0A4Q7U015	LC18
A0A4Q7UPZ0	LC03
A0A4Q7V5A9	LC00
A0A4Q7VTR2	LC38
A0A4Q7W119	LC00
A0A4Q7WUQ9	LC41
A0A4Q7WYF1	LC01
A0A4Q7XYR7	LC01
A0A4Q7Y9E9	LC17
A0A4Q7YNL3	LC06
A0A4Q7YQM6	LC00
A0A4Q7ZI92	LC24
A0A4Q8ANK8	LC22
A0A4Q8CYW9	LC05
A0A4Q8LFU8	LC25
A0A4Q8LVH4	LC25
A0A4Q8N022	LC06
A0A4Q8PD18	LC19
A0A4Q8QCZ5	LC17
A0A4Q8QX38	LC33
A0A4Q8TJ10	LC13
A0A4Q8TSI4	LC14
A0A4Q8U140	LC02
A0A4Q8UBQ7	LC14
A0A4Q8UUV5	LC13
A0A4Q8Y5L0	LC42
A0A4Q8YDK2	LC15
A0A4Q9A1F6	LC15
A0A4Q9B9Q8	LC19
A0A4Q9FAZ6	LC07
A0A4Q9FMY6	LC07
A0A4Q9G2C3	LC28
A0A4Q9G7Q4	LC12
A0A4Q9GQG9	LC42
A0A4Q9GRR8	LC22
A0A4Q9H5G0	LC30
A0A4Q9H9L1	LC02
A0A4Q9H9N3	LC00
A0A4Q9HW75	LC01
A0A4Q9J4B7	LC37
A0A4Q9JET8	LC35
A0A4Q9JV87	LC28
A0A4Q9KGL0	LC00
A0A4Q9QRD8	LC12
A0A4Q9QT65	LC12
A0A4Q9R328	LC31
A0A4Q9RSU7	LC07
A0A4Q9TEM9	LC25
A0A4Q9TP25	LC18
A0A4Q9UPL2	LC04
A0A4Q9UZK2	LC00
A0A4Q9V939	LC27
A0A4Q9V9Z9	LC27
A0A4Q9VN64	LC07
A0A4Q9VSA3	LC04
A0A4Q9WQD1	LC06
A0A4Q9YNC2	LC27
A0A4R0A735	LC15
A0A4R0BBP9	LC15
A0A4R0BMT7	LC15
A0A4R0D0J6	LC23
A0A4R0D950	LC23
A0A4R0DBF0	LC23
A0A4R0DLD2	LC23
A0A4R0DP17	LC23
A0A4R0DW95	LC23
A0A4R0E5C7	LC23
A0A4R0E6Z3	LC23
A0A4R0EF90	LC23
A0A4R0EIR2	LC07
A0A4R0EPF3	LC23
A0A4R0ESF0	LC23
A0A4R0EWM9	LC23
A0A4R0F029	LC23
A0A4R0FWA8	LC09
A0A4R0FYU5	LC09
A0A4R0GG02	LC03
A0A4R0H0Q9	LC41
A0A4R0HRE9	LC09
A0A4R0IC27	LC41
A0A4R0IEC4	LC41
A0A4R0JC68	LC41
A0A4R0MJD0	LC02
A0A4R0MTZ0	LC28
A0A4R0MWJ7	LC02
A0A4R0NCV7	LC10
A0A4R0NE19	LC00
A0A4R0NK94	LC02
A0A4R0NKI4	LC02
A0A4R0NM45	LC10
A0A4R0P0F1	LC00
A0A4R0PCS1	LC42
A0A4R0PHF7	LC12
A0A4R0PV46	LC00
A0A4R0PWH6	LC02
A0A4R0QLA8	LC08
A0A4R0R0I1	LC00
A0A4R0R4U7	LC37
A0A4R0T481	LC13
A0A4R0TAL6	LC13
A0A4R0TXC9	LC13
A0A4R0W0W8	LC13
A0A4R0WW52	LC29
A0A4R0XY59	LC23
A0A4R0Y9D5	LC03
A0A4R0YWE9	LC31
A0A4R0Z0Z1	LC24
A0A4R0Z2K3	LC20
A0A4R0ZAV6	LC24
A0A4R0ZP82	LC24
A0A4R0ZWB7	LC24
A0A4R1AMW5	LC21
A0A4R1BH73	LC20
A0A4R1BP50	LC07
A0A4R1BPW8	LC05
A0A4R1CJ99	LC41
A0A4R1D4W8	LC01
A0A4R1FWF7	LC22
A0A4R1GGT6	LC31
A0A4R1HIT1	LC13
A0A4R1I867	LC06
A0A4R1JLL0	LC00
A0A4R1JW82	LC02
A0A4R1JZD3	LC00
A0A4R1KAZ3	LC00
A0A4R1KMY8	LC22
A0A4R1KXX4	LC07
A0A4R1L7U0	LC02
A0A4R1M0X8	LC02
A0A4R1MFQ2	LC11
A0A4R1MU08	LC29
A0A4R1NKY1	LC11
A0A4R1NQK3	LC09
A0A4R1PZ37	LC11
A0A4R1QFV6	LC18
A0A4R1QRC9	LC03
A0A4R1R0A2	LC25
A0A4R1RA82	LC00
A0A4R1RHI5	LC07
A0A4R1RU68	LC14
A0A4R1RUK9	LC15
A0A4R1SPU0	LC22
A0A4R1T7U1	LC22
A0A4R1TGE4	LC15
A0A4R1U5W8	LC10
A0A4R1UN13	LC10
A0A4R1VHZ8	LC36
A0A4R1W681	LC10
A0A4R1WLV9	LC41
A0A4R1XC43	LC15
A0A4R1XD85	LC15
A0A4R1XMC3	LC23
A0A4R1XV01	LC23
A0A4R1Z3L8	LC11
A0A4R1ZSG1	LC03
A0A4R2CIR6	LC41
A0A4R2D7H7	LC15
A0A4R2DSP3	LC22
A0A4R2ENK1	LC07
A0A4R2FDT9	LC09
A0A4R2FXN1	LC40
A0A4R2GGB6	LC17
A0A4R2GW71	LC21
A0A4R2H838	LC02
A0A4R2HC88	LC00
A0A4R2HZC1	LC36
A0A4R2ICE0	LC20
A0A4R2IGT2	LC41
A0A4R2JBZ7	LC24
A0A4R2JM85	LC05
A0A4R2KAR7	LC11
A0A4R2L1Z8	LC03
A0A4R2LCP5	LC21
A0A4R2LJ80	LC04
A0A4R2LW43	LC18
A0A4R2MF77	LC30
A0A4R2MQL0	LC20
A0A4R2NB56	LC30
A0A4R2NW56	LC11
A0A4R2PR47	LC10
A0A4R2Q6B5	LC11
A0A4R2QQM1	LC17
A0A4R2RHD0	LC11
A0A4R2RY59	LC02
A0A4R2S961	LC10
A0A4R2SCV9	LC15
A0A4R2T334	LC02
A0A4R2TBV5	LC10
A0A4R2U6X2	LC15
A0A4R2UD83	LC10
A0A4R2VJ92	LC15
A0A4R2XWU3	LC10
A0A4R2Z0Z6	LC31
A0A4R2Z2R5	LC09
A0A4R3A298	LC15
A0A4R3A7S4	LC32
A0A4R3AC22	LC32
A0A4R3AS32	LC00
A0A4R3AWD2	LC00
A0A4R3BBQ0	LC01
A0A4R3G0W9	LC42
A0A4R3GTE3	LC15
A0A4R3HCL4	LC03
A0A4R3I0G7	LC25
A0A4R3IBS4	LC31
A0A4R3J3H4	LC10
A0A4R3J6U3	LC34
A0A4R3JL91	LC11
A0A4R3JP53	LC34
A0A4R3KA76	LC34
A0A4R3KN20	LC10
A0A4R3L8D4	LC20
A0A4R3LGT7	LC30
A0A4R3M592	LC33
A0A4R3MA58	LC38
A0A4R3MH07	LC05
A0A4R3MJT2	LC11
A0A4R3MTH6	LC07
A0A4R3N6D5	LC02
A0A4R3NMZ6	LC09
A0A4R3NTX3	LC15
A0A4R3PU48	LC15
A0A4R3QPH7	LC15
A0A4R3SMK7	LC22
A0A4R3TIV3	LC10
A0A4R3TS07	LC33
A0A4R3UGN6	LC22
A0A4R3V3Y2	LC38
A0A4R3V8E7	LC05
A0A4R3VR74	LC09
A0A4R3VXN5	LC32
A0A4R3XB91	LC12
A0A4R3XLZ5	LC15
A0A4R3XQ75	LC05
A0A4R3YE25	LC14
A0A4R3YE42	LC20
A0A4R3YIR9	LC40
A0A4R3YQC7	LC20
A0A4R3YVK0	LC31
A0A4R3ZQ81	LC40
A0A4R3ZZS4	LC03
A0A4R4A0I4	LC14
A0A4R4A6N0	LC07
A0A4R4BJW1	LC17
A0A4R4BQ60	LC08
A0A4R4C5D1	LC29
A0A4R4CUV9	LC29
A0A4R4DTY6	LC11
A0A4R4E2X8	LC07
A0A4R4EZC6	LC25
A0A4R4FG31	LC02
A0A4R4G2P7	LC10
A0A4R4GCQ5	LC07
A0A4R4GJ01	LC47
A0A4R4IA12	LC06
A0A4R4JP58	LC09
A0A4R4K6V9	LC09
A0A4R4K9L2	LC02
A0A4R4KBT2	LC14
A0A4R4KPM4	LC03
A0A4R4KZS3	LC03
A0A4R4LBZ8	LC01
A0A4R4MFN9	LC01
A0A4R4MXI0	LC01
A0A4R4NVY7	LC01
A0A4R4PF88	LC41
A0A4R4RWD2	LC01
A0A4R4S5Q9	LC03
A0A4R4SZL5	LC01
A0A4R4T4D9	LC41
A0A4R4TP72	LC03
A0A4R4UJA6	LC24
A0A4R4V0H6	LC01
A0A4R4VEX5	LC24
A0A4R4WBK5	LC01
A0A4R4X431	LC41
A0A4R4Y178	LC01
A0A4R4Z1V2	LC24
A0A4R4ZHC5	LC41
A0A4R5AB07	LC41
A0A4R5ANG9	LC01
A0A4R5AQI7	LC02
A0A4R5B4T1	LC01
A0A4R5BB48	LC24
A0A4R5C671	LC02
A0A4R5CQ73	LC01
A0A4R5D2G4	LC02
A0A4R5D6G6	LC02
A0A4R5DPZ7	LC14
A0A4R5DSP2	LC02
A0A4R5DW29	LC01
A0A4R5E145	LC00
A0A4R5EZD8	LC01
A0A4R5F650	LC02
A0A4R5FF76	LC02
A0A4R5GDB5	LC00
A0A4R5GJF9	LC32
A0A4R5IZJ4	LC20
A0A4R5J2H7	LC32
A0A4R5K0T9	LC31
A0A4R5KEE0	LC05
A0A4R5KXG1	LC03
A0A4R5L019	LC13
A0A4R5LEG4	LC29
A0A4R5LST1	LC03
A0A4R5MD95	LC29
A0A4R5MJS5	LC00
A0A4R5N315	LC06
A0A4R5NAJ7	LC06
A0A4R5NBA4	LC00
A0A4R5NV05	LC34
A0A4R5P4T2	LC17
A0A4R5PSQ2	LC06
A0A4R5QH25	LC21
A0A4R5SNB8	LC31
A0A4R5TWT7	LC13
A0A4R5U4Q0	LC25
A0A4R5UDS8	LC25
A0A4R5UL17	LC15
A0A4R5USB8	LC18
A0A4R5W6L0	LC05
A0A4R5X0B2	LC46
A0A4R5XU26	LC05
A0A4R5XX73	LC25
A0A4R5YI88	LC24
A0A4R5YQN0	LC13
A0A4R6AI28	LC11
A0A4R6BLA6	LC25
A0A4R6BRT9	LC25
A0A4R6BT25	LC25
A0A4R6C0J5	LC25
A0A4R6C8H7	LC25
A0A4R6C9Q1	LC25
A0A4R6CI30	LC23
A0A4R6DKC5	LC22
A0A4R6EBK8	LC09
A0A4R6EQW9	LC40
A0A4R6F6Y4	LC29
A0A4R6FF25	LC27
A0A4R6FXN5	LC10
A0A4R6G4R2	LC08
A0A4R6G682	LC07
A0A4R6GBI0	LC24
A0A4R6H718	LC02
A0A4R6HDD7	LC05
A0A4R6IL51	LC10
A0A4R6IQ79	LC02
A0A4R6J2C6	LC00
A0A4R6JVH8	LC24
A0A4R6KYP2	LC41
A0A4R6LCV9	LC02
A0A4R6LJX9	LC00
A0A4R6M4K3	LC07
A0A4R6M977	LC05
A0A4R6N961	LC05
A0A4R6PSJ0	LC22
A0A4R6QHQ1	LC27
A0A4R6QJW1	LC05
A0A4R6RIL1	LC30
A0A4R6RNK7	LC21
A0A4R6S8C3	LC18
A0A4R6SCU3	LC17
A0A4R6SRP8	LC07
A0A4R6SXT3	LC28
A0A4R6TC52	LC18
A0A4R6TMD6	LC27
A0A4R6TNJ6	LC08
A0A4R6TR58	LC03
A0A4R6USE3	LC05
A0A4R6VSB4	LC13
A0A4R6VUP3	LC02
A0A4R6WJW1	LC32
A0A4R6WS57	LC06
A0A4R6YWR0	LC20
A0A4R6ZPW4	LC05
A0A4R7B9L5	LC05
A0A4R7CZ48	LC32
A0A4R7D0C4	LC05
A0A4R7D328	LC00
A0A4R7DKZ8	LC40
A0A4R7F870	LC27
A0A4R7FRD7	LC38
A0A4R7GJQ9	LC09
A0A4R7I530	LC01
A0A4R7IKX0	LC01
A0A4R7J187	LC44
A0A4R7JH90	LC05
A0A4R7JSJ4	LC04
A0A4R7K5M3	LC00
A0A4R7LHS7	LC11
A0A4R7MA91	LC13
A0A4R7MSH9	LC01
A0A4R7NSK5	LC05
A0A4R7PYY4	LC07
A0A4R7Q8E3	LC00
A0A4R7RTP7	LC04
A0A4R7SFA8	LC01
A0A4R7TAE5	LC41
A0A4R7UH54	LC06
A0A4R7UTA1	LC24
A0A4R7VEA5	LC12
A0A4R7WLP4	LC12
A0A4R7YJP3	LC03
A0A4R8B5Y0	LC00
A0A4R8B659	LC22
A0A4R8B834	LC07
A0A4R8BNJ2	LC22
A0A4R8C250	LC22
A0A4R8C3Q6	LC41
A0A4R8DM87	LC41
A0A4R8DUZ2	LC00
A0A4R8ERJ4	LC07
A0A4R8ERM5	LC11
A0A4R8EVB7	LC09
A0A4R8FN66	LC05
A0A4R8GAJ4	LC11
A0A4R8HMT0	LC02
A0A4R8I2W7	LC08
A0A4R8J605	LC22
A0A4R8K4S0	LC29
A0A4R8L2T1	LC07
A0A4R8LN68	LC29
A0A4R8LUP6	LC05
A0A4R8MDK8	LC07
A0A4R8S0N2	LC13
A0A4R8SEL7	LC13
A0A4R8T0N5	LC13
A0A4R8UD22	LC22
A0A4R8UQ08	LC22
A0A4R8UU34	LC22
A0A4R8VC14	LC22
A0A4R8VTX8	LC22
A0A4R8WE26	LC22
A0A4R8WHE3	LC22
A0A4R8WJL0	LC22
A0A4R8XDA1	LC22
A0A4R8XH26	LC22
A0A4R8Z3L0	LC22
A0A4R8ZJ44	LC22
A0A4R8ZQZ0	LC22
A0A4R8ZXK2	LC22
A0A4R8ZXV6	LC22
A0A4R9AH05	LC22
A0A4R9ATJ6	LC22
A0A4R9AYD3	LC22
A0A4R9B786	LC14
A0A4R9BBR8	LC14
A0A4R9BKK1	LC22
A0A4R9BZ23	LC22
A0A4R9EY39	LC26
A0A4R9G7Q0	LC05
A0A4R9G8W5	LC05
A0A4R9GHQ5	LC05
A0A4R9GTU1	LC05
A0A4R9H5J1	LC05
A0A4R9I9C3	LC05
A0A4R9IRG1	LC05
A0A4R9J1J5	LC05
A0A4R9JIJ3	LC05
A0A4R9JX09	LC05
A0A4R9KC14	LC05
A0A4R9L533	LC05
A0A4R9LHM1	LC05
A0A4R9LJ40	LC05
A0A4R9Q8F3	LC15
A0A4R9QP33	LC15
A0A4R9R5S1	LC15
A0A4R9RXE3	LC15
A0A4R9RY47	LC05
A0A4R9W1V7	LC15
A0A4R9WTZ7	LC42
A0A4R9XIE5	LC15
A0A4R9Z519	LC15
A0A4S0G5E9	LC15
A0A4S0J0X0	LC29
A0A4S0JL53	LC15
A0A4S0KM25	LC15
A0A4S0LQD1	LC06
A0A4S0QL81	LC42
A0A4S0R9R3	LC06
A0A4S0S2W5	LC15
A0A4S0VSV8	LC15
A0A4S0ZC48	LC15
A0A4S1APZ0	LC15
A0A4S1CAL9	LC21
A0A4S1DUL2	LC02
A0A4S1E4Q6	LC38
A0A4S1FJK6	LC15
A0A4S1H4I1	LC15
A0A4S1WQM8	LC10
A0A4S1XIR4	LC10
A0A4S2AD75	LC04
A0A4S2AXB2	LC14
A0A4S2BQB3	LC06
A0A4S2CZY2	LC06
A0A4S2D686	LC24
A0A4S2E2Y0	LC08
A0A4S2EW48	LC18
A0A4S2EZG8	LC18
A0A4S2FFC5	LC02
A0A4S2H2Z0	LC03
A0A4S2HEU3	LC03
A0A4S2HKN3	LC03
A0A4S2J465	LC01
A0A4S2P6M0	LC14
A0A4S2Q5U5	LC14
A0A4S2RA17	LC02
A0A4S2RF30	LC01
A0A4S2S4N4	LC41
A0A4S2THZ6	LC01
A0A4S2TK14	LC01
A0A4S2U0D7	LC01
A0A4S2VFP8	LC01
A0A4S2VL27	LC01
A0A4S3FTF7	LC26
A0A4S3K3S6	LC04
A0A4S3KBL9	LC20
A0A4S3KMF9	LC20
A0A4S3KVJ9	LC20
A0A4S3L3Y3	LC14
A0A4S3LZ04	LC27
A0A4S3MBF2	LC11
A0A4S3TI55	LC25
A0A4S3YGR3	LC12
A0A4S4A2D3	LC15
A0A4S4A3R2	LC27
A0A4S4AVC9	LC20
A0A4S4B0V6	LC20
A0A4S4B9H7	LC00
A0A4S4BVM6	LC13
A0A4S4BYS9	LC18
A0A4S4FDZ1	LC13
A0A4S4FIY8	LC49
A0A4S4FZG4	LC24
A0A4S4HU97	LC17
A0A4S4NI62	LC11
A0A4S4NMV7	LC00
A0A4S4NNV6	LC21
A0A4S5AFW6	LC01
A0A4S5C2B3	LC19
A0A4S5D9Y5	LC29
A0A4S5E4W2	LC13
A0A4S5EQY6	LC00
A0A4S5JFL4	LC15
A0A4S5JIJ9	LC05
A0A4S7MDQ0	LC40
A0A4S8F4T2	LC19
A0A4S8HSM0	LC19
A0A4S8I2W7	LC10
A0A4S8MZY1	LC01
A0A4S8NC15	LC42
A0A4S8P7Y8	LC15
A0A4S8PL10	LC01
A0A4S8QCS3	LC15
A0A4S8QE01	LC01
A0A4S8RXB2	LC14
A0A4T0ULU1	LC01
A0A4T0UTS9	LC05
A0A4T1DCT4	LC06
A0A4T1E3I6	LC20
A0A4T1ZYW9	LC28
A0A4T1ZZW1	LC12
A0A4T2C534	LC18
A0A4T3EYM0	LC10
A0A4T3FDV4	LC15
A0A4U0FGT4	LC14
A0A4U0GM37	LC32
A0A4U0H1S2	LC32
A0A4U0HH95	LC13
A0A4U0NRL6	LC01
A0A4U0P7G6	LC32
A0A4U0Q893	LC20
A0A4U0QIW4	LC22
A0A4U0QZK5	LC28
A0A4U0RJU2	LC00
A0A4U0SJS0	LC01
A0A4U0YCN0	LC05
A0A4U0Z1U5	LC11
A0A4U0ZKB0	LC14
A0A4U1ANH6	LC01
A0A4U1BEF4	LC09
A0A4U1BQH1	LC09
A0A4U1C1C0	LC07
A0A4U1C3M6	LC28
A0A4U1C9J9	LC02
A0A4U1CGS0	LC10
A0A4U1CQM6	LC02
A0A4U1CRX3	LC00
A0A4U1CVV4	LC02
A0A4U1D247	LC13
A0A4U1GGV6	LC02
A0A4U1HFK4	LC26
A0A4U1HNM7	LC29
A0A4U1J892	LC02
A0A4U1JP84	LC28
A0A4U1KD36	LC15
A0A4U1KVF6	LC04
A0A4U1KXU5	LC04
A0A4U1L4R8	LC10
A0A4U1LTV2	LC05
A0A4U1M0C9	LC27
A0A4U1M5S5	LC00
A0A4U1WC16	LC09
A0A4U1YWQ3	LC09
A0A4U2AFK6	LC40
A0A4U2AXD6	LC40
A0A4U2D9Y7	LC09
A0A4U2EFM5	LC09
A0A4U2G8V0	LC40
A0A4U2N699	LC17
A0A4U2PQ11	LC05
A0A4U2PRH3	LC17
A0A4U2Q3H1	LC03
A0A4U2Y0S4	LC18
A0A4U2YQW9	LC01
A0A4U2Z5X5	LC10
A0A4U3B417	LC17
A0A4U3BJ88	LC17
A0A4U3CA27	LC03
A0A4U3CD35	LC02
A0A4U3ILZ5	LC12
A0A4U3KQV1	LC04
A0A4U3M0V5	LC41
A0A4U3MJG4	LC01
A0A4U5JGU5	LC13
A0A4U5JW52	LC25
A0A4U5TNH3	LC05
A0A4U5WHU7	LC01
A0A4U5WWB3	LC01
A0A4U6BES1	LC15
A0A4U6BVZ5	LC06
A0A4U6CCF9	LC15
A0A4U6CX84	LC00
A0A4U6CZ67	LC02
A0A4U6D2S3	LC14
A0A4U6GS29	LC19
A0A4U6LRM0	LC19
A0A4U6N6G9	LC13
A0A4U6P8M9	LC33
A0A4U6QP76	LC01
A0A4U6R4Y7	LC43
A0A4U6RT74	LC21
A0A4U7BFL2	LC28
A0A4U7BGU0	LC28
A0A4U7BIL1	LC28
A0A4U7BP81	LC28
A0A4U7C1B9	LC24
A0A4U7C314	LC24
A0A4U7CJF5	LC24
A0A4U7CZ46	LC24
A0A4U7D6G8	LC24
A0A4U7DLI9	LC18
A0A4U7EEA4	LC24
A0A4U7KHI5	LC09
A0A4U7N853	LC11
A0A4U7XVH8	LC19
A0A4U8J987	LC19
A0A4U8MUQ6	LC19
A0A4U8Q4I4	LC21
A0A4U8S712	LC28
A0A4U8SEP1	LC11
A0A4U8SHD6	LC28
A0A4U8SSD0	LC28
A0A4U8T0K8	LC28
A0A4U8T8V9	LC28
A0A4U8TD32	LC11
A0A4U8TT46	LC28
A0A4U8UFJ4	LC28
A0A4U8V6L0	LC32
A0A4U8W1Y7	LC18
A0A4U8W932	LC08
A0A4U9ICY7	LC09
A0A4U9T5S4	LC06
A0A4U9UT75	LC00
A0A4U9VL66	LC32
A0A4V0ARR6	LC00
A0A4V0I315	LC17
A0A4V0NFC4	LC26
A0A4V0WZK4	LC01
A0A4V0X376	LC06
A0A4V0XJ47	LC08
A0A4V0YG34	LC00
A0A4V0YPS4	LC15
A0A4V0Z7N5	LC05
A0A4V1A3G1	LC18
A0A4V1A758	LC00
A0A4V1AJ04	LC04
A0A4V1AN58	LC14
A0A4V1BFM0	LC22
A0A4V1BYW7	LC20
A0A4V1BZ07	LC32
A0A4V1CMF7	LC00
A0A4V1DFW5	LC10
A0A4V1DHU6	LC37
A0A4V1FCM3	LC03
A0A4V1FCW8	LC03
A0A4V1FG76	LC09
A0A4V1LG78	LC03
A0A4V1M6R4	LC04
A0A4V1N3C5	LC27
A0A4V1NLX7	LC06
A0A4V1NZU3	LC21
A0A4V1RI23	LC21
A0A4V1SK10	LC10
A0A4V1SMZ2	LC00
A0A4V1T8N8	LC02
A0A4V1UDC5	LC07
A0A4V1V2D8	LC33
A0A4V1VD41	LC17
A0A4V1W1F2	LC23
A0A4V1Y2R6	LC13
A0A4V1ZAU8	LC18
A0A4V1ZQ96	LC05
A0A4V1ZZ33	LC06
A0A4V2A2J8	LC07
A0A4V2AQU0	LC00
A0A4V2BC31	LC00
A0A4V2DQ10	LC23
A0A4V2DQZ0	LC23
A0A4V2E1B0	LC06
A0A4V2E1P2	LC08
A0A4V2EYT5	LC18
A0A4V2FRY9	LC00
A0A4V2G9L0	LC13
A0A4V2GCZ6	LC03
A0A4V2HHZ4	LC15
A0A4V2HX43	LC00
A0A4V2HXL2	LC07
A0A4V2I482	LC14
A0A4V2LLV8	LC23
A0A4V2LS72	LC23
A0A4V2LSC9	LC23
A0A4V2LSJ2	LC23
A0A4V2MBW1	LC41
A0A4V2MZ64	LC13
A0A4V2N7Z9	LC13
A0A4V2NIH8	LC07
A0A4V2NLW1	LC20
A0A4V2NMB6	LC31
A0A4V2PA86	LC00
A0A4V2Q3H2	LC45
A0A4V2QGW2	LC22
A0A4V2QM40	LC22
A0A4V2RSX3	LC09
A0A4V2SQ29	LC21
A0A4V2T1B3	LC10
A0A4V2T208	LC14
A0A4V2T3I6	LC02
A0A4V2U5H4	LC21
A0A4V2UQ90	LC20
A0A4V2US13	LC26
A0A4V2XRJ3	LC41
A0A4V2XRJ4	LC03
A0A4V2XUY7	LC03
A0A4V2XX80	LC01
A0A4V2Y7J3	LC01
A0A4V2YHB9	LC01
A0A4V2ZGI2	LC14
A0A4V2ZZV7	LC02
A0A4V3B600	LC04
A0A4V3BBS8	LC11
A0A4V3BDA6	LC25
A0A4V3BNS4	LC20
A0A4V3C4Z4	LC41
A0A4V3CE82	LC44
