protid	UMAP1	UMAP2
A0A4D7J513	-6.7005167	-7.280186
A0A4D7QS28	10.579671	9.542504
A0A4D7WIG7	-2.477777	16.779272
A0A4D7X877	17.351673	3.8715568
A0A4D7Y045	17.60907	3.580473
A0A4D7YJH5	19.712086	6.6240363
A0A4D8PGX8	8.141239	-7.7826443
A0A4D8RGH3	8.275507	-7.344974
A0A4D9CBY2	3.8527522	-2.146821
A0A4D9CM22	-8.6789255	1.6008
A0A4E7PY21	-2.9201667	-1.2709423
A0A4P1K095	2.0912364	-5.351262
A0A4P2PVB8	4.7993975	16.55931
A0A4P2VSF3	1.3396437	-2.9760344
A0A4P5NTG9	2.4383035	-4.599175
A0A4P5Q962	-7.2208414	-8.412185
A0A4P5QJS1	0.73662245	-4.460475
A0A4P5QZW2	-11.796401	-1.0480835
A0A4P5R3G8	2.501891	14.231146
A0A4P5R602	-14.581917	-8.095336
A0A4P5RG32	-11.755498	-1.6479682
A0A4P5RKP3	-11.744536	-1.4511601
A0A4P5RPA6	3.0852783	13.010756
A0A4P5RS19	2.8190577	13.63566
A0A4P5S211	-11.763671	-1.5625365
A0A4P5T0Z6	4.5696263	9.14637
A0A4P5T2K7	-11.667443	-1.4113846
A0A4P5TA15	4.6520095	9.2505865
A0A4P5TF36	3.8836713	10.372032
A0A4P5THU7	1.2526335	10.065426
A0A4P5TMB5	4.644134	5.224808
A0A4P5TQM3	-0.71107954	-9.308608
A0A4P5TXI1	-9.157468	16.39201
A0A4P5U1X9	1.8295312	8.902333
A0A4P5U5I4	-9.038815	16.357157
A0A4P5UF97	5.966768	9.434257
A0A4P5UVT4	-12.206289	0.2856126
A0A4P5UYD1	-0.19417386	4.6797404
A0A4P5VQ47	-8.8537	1.8928028
A0A4P5W5J7	-5.169651	3.823373
A0A4P5WLR0	6.3879585	5.0429554
A0A4P5WPW7	-2.3198643	11.901705
A0A4P5XAZ6	1.4664229	-3.9899118
A0A4P5XIG5	4.199382	3.1963272
A0A4P5XVB1	-0.24035716	-4.227307
A0A4P5Y192	13.362712	-0.9965782
A0A4P5YLM4	-1.3071517	0.94430155
A0A4P5YNU6	1.0372916	-4.401737
A0A4P5ZID0	3.5925808	-1.3946003
A0A4P6DY01	-8.983958	-3.5648925
A0A4P6ECN3	-10.71373	6.6788173
A0A4P6EP55	1.9603019	1.1007813
A0A4P6ERP9	1.2843635	13.274072
A0A4P6FFT3	0.14831859	5.8899207
A0A4P6FRQ0	5.6979675	-7.4597054
A0A4P6GS14	-0.7656261	1.1529713
A0A4P6JX13	-2.9592547	7.32506
A0A4P6KGE0	-0.3873161	6.0998883
A0A4P6KSB8	3.3316002	10.547498
A0A4P6LEM0	-9.1389675	2.5017657
A0A4P6MMK5	15.958945	8.556918
A0A4P6MYL6	11.862654	12.172819
A0A4P6P7U5	-0.95406634	-8.770252
A0A4P6PGN8	-2.5177863	6.3476686
A0A4P6PVT3	-10.451091	0.27139568
A0A4P6REW1	8.8151045	6.4372115
A0A4P6THC2	-5.823717	11.930551
A0A4P6TUR5	-12.831466	-0.36407122
A0A4P6U9T8	-0.24048242	5.1537404
A0A4P6UKD4	7.7704716	2.677537
A0A4P6UZT0	16.538153	4.3550687
A0A4P6WHG1	-13.998671	12.131149
A0A4P6WNC5	-12.832282	5.763668
A0A4P6X585	6.2627196	15.102477
A0A4P6XAX5	5.9664145	7.4182153
A0A4P6YAR6	-2.1197388	-5.2590714
A0A4P6ZF20	3.2965186	10.11017
A0A4P6ZKB5	-0.8072066	-5.0773935
A0A4P7A6C7	-1.9398928	9.2536745
A0A4P7B7V2	-16.918854	0.31978363
A0A4P7BMY7	4.8425164	8.931527
A0A4P7BZF5	-1.5266172	17.10521
A0A4P7C6Y4	4.943183	8.792104
A0A4P7CSG9	-11.104892	16.787918
A0A4P7DEX7	-12.289686	-2.9179444
A0A4P7DZH5	3.2203948	10.676329
A0A4P7FCX4	10.888322	9.259043
A0A4P7GN53	-11.578188	-7.755522
A0A4P7HJ40	6.93236	-0.72296894
A0A4P7IHZ3	-11.071611	-7.081422
A0A4P7J940	-14.080893	5.8982673
A0A4P7JCP9	14.675116	8.916997
A0A4P7JQG5	-4.000616	5.387122
A0A4P7P196	5.1476216	10.422292
A0A4P7PNY9	0.23298067	22.446487
A0A4P7PXI2	8.040493	2.9200685
A0A4P7QSV6	9.311466	-0.59385026
A0A4P7R2L6	8.125386	-6.238921
A0A4P7R9N0	7.7966523	16.17321
A0A4P7RKE7	-4.79903	1.6618369
A0A4P7RTA5	6.3846555	-7.808563
A0A4P7S1B6	-4.766747	1.7981092
A0A4P7SWZ5	-6.0181975	-3.1402433
A0A4P7TNF0	-13.627324	4.568073
A0A4P7U9V2	-12.797358	-3.238595
A0A4P7UFS8	4.188641	12.452638
A0A4P7WZY1	-7.7902465	12.295297
A0A4P7XJI8	-4.908259	3.7803757
A0A4P7XJK0	-0.42083254	10.245352
A0A4P7YJY2	8.223028	-6.8337884
A0A4P8A257	9.531928	-1.7528914
A0A4P8C2S0	-14.458022	5.5808673
A0A4P8DT50	-16.04295	0.66388565
A0A4P8E5N5	2.9392655	11.082884
A0A4P8ECN0	15.750389	8.90005
A0A4P8FXJ4	-5.138155	-7.3693795
A0A4P8GTM0	-6.6879034	-2.7521
A0A4P8H7P2	2.697194	0.49821836
A0A4P8HHG3	3.2084157	10.55629
A0A4P8IT35	-10.881607	16.900068
A0A4P8JQX3	0.9683951	14.568996
A0A4P8KPW2	-10.570697	6.792852
A0A4P8PX45	-0.2956412	5.091394
A0A4P8QBZ4	1.4024398	-5.589286
A0A4P8QUR5	-6.4667435	-8.25927
A0A4P8R194	4.1420517	5.119791
A0A4P8R8D1	-3.4287555	14.508174
A0A4P8S1T4	8.894929	-3.7583864
A0A4P8SV36	-5.686703	2.0919106
A0A4P8T4W3	-12.980794	-1.8761069
A0A4P8WJG7	2.8048313	7.8159866
A0A4P8WWD5	3.271478	0.665254
A0A4P8XR04	3.3485408	14.967289
A0A4P8XVG1	-2.472112	3.8636622
A0A4P8YPZ1	-7.090732	-7.3892517
A0A4P8ZFI8	12.2737665	11.430093
A0A4P9CCK7	4.6531105	2.9096153
A0A4P9EAL0	8.464483	4.635456
A0A4P9EVI1	-2.7466505	-0.9254741
A0A4P9K771	4.5859647	10.360086
A0A4P9T7E0	-13.708954	6.1061664
A0A4P9ULL8	9.786798	3.0646236
A0A4P9UQV9	-6.294694	11.174199
A0A4Q0AMZ0	-5.3161817	-3.0626101
A0A4Q0B0A4	3.997664	5.2763376
A0A4Q0D0T0	4.734366	2.8889103
A0A4Q0GVH9	7.3262863	-6.6508055
A0A4Q0HT79	3.2905023	24.375914
A0A4Q0M6L5	4.6018796	4.580075
A0A4Q0M9D1	-0.031823345	12.374685
A0A4Q0MKJ2	16.37394	6.1546574
A0A4Q0NSG8	6.764015	2.89497
A0A4Q0NXG6	0.334089	12.613144
A0A4Q0P621	0.38555005	12.4609165
A0A4Q0P761	6.641003	2.9934957
A0A4Q0PA19	0.37009364	12.534134
A0A4Q0PHQ4	6.6237373	2.8472219
A0A4Q0PKG9	9.115632	-1.4441031
A0A4Q0PQC0	0.27698448	12.585295
A0A4Q0SBT9	16.371458	5.906052
A0A4Q0SCN2	16.458952	5.883068
A0A4Q0T0B3	-3.2962058	10.324498
A0A4Q0TTQ3	8.243622	6.011664
A0A4Q0XIP9	-7.6997695	12.203279
A0A4Q0XKS5	-4.0732193	8.943334
A0A4Q0YSQ0	1.5603294	4.00445
A0A4Q1B0R1	2.0896664	7.920833
A0A4Q1B799	-5.8128867	-8.482673
A0A4Q1C0D7	3.3286006	3.1287453
A0A4Q1CGW1	13.544762	-1.3623022
A0A4Q1CKJ3	4.5725036	5.388045
A0A4Q1D7G0	-3.3140182	8.658941
A0A4Q1DBB4	4.01603	6.016629
A0A4Q1DCJ8	-2.994751	-3.7624474
A0A4Q1DE10	7.2903	4.7066445
A0A4Q1ENS2	-1.0669379	-10.0092125
A0A4Q1F1W6	-9.122676	11.421293
A0A4Q1F2K5	-7.6833067	12.380824
A0A4Q1FP67	-1.2629223	-10.135972
A0A4Q1HG86	-0.52837	4.483578
A0A4Q1JJG0	3.0620847	5.2506413
A0A4Q1JU67	3.3373187	6.7611823
A0A4Q1K508	7.4154983	2.5691667
A0A4Q1K514	8.125217	2.6810648
A0A4Q1KM51	5.8050065	-7.140836
A0A4Q1KY47	1.9266016	1.2668333
A0A4Q1QZK3	-11.746314	-5.7006006
A0A4Q1RES8	2.4886413	7.9677963
A0A4Q1RWX2	-11.357218	-6.10684
A0A4Q1SI86	-0.6742235	11.192938
A0A4Q1SPJ8	-1.5138928	0.30664745
A0A4Q1U881	-0.3135405	-4.0886774
A0A4Q1UDV3	20.122923	5.5921974
A0A4Q1UTC1	16.47286	5.3399096
A0A4Q1V661	17.200472	3.4477887
A0A4Q1VWT1	10.08194	8.741336
A0A4Q1ZR59	5.60803	4.00948
A0A4Q1ZY81	15.862581	9.464111
A0A4Q2AUB1	-11.036626	17.292519
A0A4Q2EJQ3	-10.671503	13.039133
A0A4Q2J0T4	6.8204727	-7.615247
A0A4Q2J520	-1.2892666	16.168917
A0A4Q2JD98	-2.6469758	17.682821
A0A4Q2JJD8	-0.6248822	5.9855494
A0A4Q2JP28	-0.8668063	5.8489137
A0A4Q2K3P0	5.264329	2.224274
A0A4Q2KDM2	-0.3609445	-4.089213
A0A4Q2KRZ3	-0.6828187	5.9733047
A0A4Q2KT72	7.2307935	-8.140607
A0A4Q2LYS3	-3.2163143	5.2009377
A0A4Q2M657	-0.5219188	6.107513
A0A4Q2R6A4	-6.95636	-8.681145
A0A4Q2RT97	7.7676234	8.022786
A0A4Q2S3A0	7.6655974	8.000165
A0A4Q2SDG3	7.724924	7.9458427
A0A4Q2SK99	7.647468	7.923651
A0A4Q2TJL0	18.607784	9.227743
A0A4Q2U4R3	9.069869	8.556372
A0A4Q2UJ68	3.026228	3.3653536
A0A4Q2WVT4	-1.97412	17.732937
A0A4Q2XBR9	-2.09922	11.791942
A0A4Q2YGB5	4.7005167	4.64367
A0A4Q2YN86	-2.2241209	11.902014
A0A4Q2ZFG3	6.72966	-7.125941
A0A4Q2ZNJ4	5.1886244	6.6585355
A0A4Q2ZZT0	5.2527385	6.737056
A0A4Q3A332	3.095636	7.7243223
A0A4Q3B6R3	3.6661842	4.793463
A0A4Q3BP82	5.2058163	6.823216
A0A4Q3CJP5	4.5633106	5.0598283
A0A4Q3D3R4	6.3975263	8.233561
A0A4Q3D6T0	5.925816	-7.6955214
A0A4Q3DV31	4.6399493	3.3850577
A0A4Q3DVN6	-6.190856	6.105891
A0A4Q3F0B1	5.313672	6.8129344
A0A4Q3FK35	9.542289	8.605066
A0A4Q3GHX0	-6.3146434	6.3987513
A0A4Q3I6K5	19.553867	7.5351176
A0A4Q3JG08	5.750937	4.773191
A0A4Q3JSF6	-2.3933532	6.3422546
A0A4Q3KE31	10.742166	3.0624478
A0A4Q3KUJ5	10.644963	2.945038
A0A4Q3LNH4	6.306453	15.279632
A0A4Q3MN77	6.471273	15.463751
A0A4Q3PS07	-0.5122663	0.98682725
A0A4Q3QRL4	6.7897997	16.058126
A0A4Q3RR61	-1.5204964	7.541764
A0A4Q3RU44	4.6901116	5.4287214
A0A4Q3S3U0	12.444347	4.0522485
A0A4Q3SR15	1.5214335	-1.6714187
A0A4Q3UFM1	5.9333706	0.4222629
A0A4Q3UZ28	15.77441	7.569406
A0A4Q3VIE5	6.6034455	-6.4051847
A0A4Q3VM27	3.8196228	6.9661365
A0A4Q3VYM9	6.945942	-5.0129275
A0A4Q3WBW1	4.0084534	5.0757346
A0A4Q3WTC2	4.643574	2.2113774
A0A4Q3XN03	-0.7230252	8.482713
A0A4Q3YTN3	7.790299	-6.36852
A0A4Q3ZAV5	15.652978	8.887903
A0A4Q4ADN2	-6.693349	-6.8368134
A0A4Q4AYQ6	0.49185678	14.749419
A0A4Q4B364	-7.2967005	12.0011835
A0A4Q4BV26	-0.6810702	8.516195
A0A4Q4CEA6	15.887177	8.776914
A0A4Q4DPR8	-12.835373	-1.2860086
A0A4Q4GTB0	-16.501348	0.22863656
A0A4Q4IKC4	-0.34787798	-4.300119
A0A4Q4IQM9	-2.2862406	11.897936
A0A4Q4J514	9.444073	-1.041587
A0A4Q4J9D5	9.577969	-0.28043014
A0A4Q4JH52	-2.620729	6.5297546
A0A4Q4ZC74	-11.006612	-6.9534397
A0A4Q5A4A4	-8.753128	-3.486794
A0A4Q5ABN9	-8.804595	-4.124165
A0A4Q5APR6	-8.71132	-4.0636935
A0A4Q5APX3	-8.977582	-3.3894322
A0A4Q5AWN7	-8.6840515	-4.089989
A0A4Q5BH80	-8.714729	-3.9159403
A0A4Q5EA19	8.608118	6.2757826
A0A4Q5F209	8.303915	4.866067
A0A4Q5HAA0	8.893796	6.5469203
A0A4Q5HCZ6	8.63258	6.316949
A0A4Q5I9Q1	4.7125278	-3.52739
A0A4Q5IZA2	-12.370544	-3.4459133
A0A4Q5L557	-5.7792697	10.50628
A0A4Q5LQ27	5.89342	0.5294243
A0A4Q5LS67	12.037886	1.5096853
A0A4Q5LVM2	5.400186	4.369925
A0A4Q5M9F6	-10.940417	9.474417
A0A4Q5MVM1	2.2315776	2.352369
A0A4Q5NIA4	-0.71246094	1.2712946
A0A4Q5PH45	7.125476	14.052966
A0A4Q5PV16	-5.648441	6.0561476
A0A4Q5PWY5	10.712871	9.023511
A0A4Q5RT91	6.239751	-7.659673
A0A4Q5SMK5	5.1144524	3.6400855
A0A4Q5SMV9	11.966636	1.6869005
A0A4Q5SWK0	-1.5363034	7.5018234
A0A4Q5TLG3	-12.291287	-8.33466
A0A4Q5TQG4	5.1843104	6.693927
A0A4Q5U0Q1	4.3055367	5.295208
A0A4Q5U7R9	-1.5203493	7.396729
A0A4Q5UN69	-1.5118772	7.4207435
A0A4Q5V325	-1.0311165	7.049148
A0A4Q5VH40	-7.492308	9.388208
A0A4Q5VLS9	2.0656674	7.242221
A0A4Q5VTI4	8.002876	15.640818
A0A4Q5W4I6	-1.4699997	7.4702096
A0A4Q5WPU5	-1.4584674	7.472807
A0A4Q5X4L5	-3.3714354	7.082341
A0A4Q5XL19	9.382032	-1.6872749
A0A4Q5XQG1	15.9165945	6.9838877
A0A4Q5YFK8	-1.5195984	7.488353
A0A4Q5Z4L4	1.6981945	-1.4473848
A0A4Q6AQ40	5.233214	6.75667
A0A4Q6AWU8	-0.9756729	7.01438
A0A4Q6B457	1.8761443	5.1058707
A0A4Q6BDD1	-1.5271089	7.5038815
A0A4Q6C205	5.7512107	4.051008
A0A4Q6DF94	1.6295563	-1.821142
A0A4Q6DV06	4.2465124	5.5368223
A0A4Q6E3R2	12.22891	1.7921084
A0A4Q6ECZ1	12.002448	1.8754452
A0A4Q6FDV8	9.667258	3.0979872
A0A4Q6FEE3	9.630777	3.1417208
A0A4Q6FSG0	1.877758	-5.051817
A0A4Q6GLQ8	1.5356873	12.094723
A0A4Q6GXR3	2.6638107	6.671745
A0A4Q6IPB8	-12.43487	-2.7926967
A0A4Q6JBY8	0.08037464	-9.321896
A0A4Q6V559	-11.096988	-7.1198587
A0A4Q6X049	-10.163675	16.599611
A0A4Q6XA45	-15.831278	0.962964
A0A4Q6XX44	7.466387	7.6754146
A0A4Q6XXI1	3.7479126	10.440354
A0A4Q6YEU3	0.15188913	-9.256472
A0A4Q6YHH9	0.08651862	-9.109009
A0A4Q7AJL0	-17.389673	1.8646951
A0A4Q7AMH1	-15.975591	0.81282353
A0A4Q7B1E0	-18.066282	1.7032143
A0A4Q7BAB6	-17.483444	1.8126674
A0A4Q7BET5	-17.726608	1.617097
A0A4Q7BP18	-16.410028	0.48650643
A0A4Q7BSA5	-17.815166	1.6222986
A0A4Q7CXR4	2.1673708	24.268423
A0A4Q7DB96	-6.1914268	3.0072348
A0A4Q7EE73	0.19946559	-9.210952
A0A4Q7EH33	6.268117	5.397561
A0A4Q7FZB0	9.58652	-2.101878
A0A4Q7H6T2	1.3116231	22.469086
A0A4Q7HWU4	-4.688767	-8.049087
A0A4Q7HZ37	-4.62206	-8.688562
A0A4Q7IR80	-0.14980048	7.5582104
A0A4Q7IXT3	12.12784	-0.40995404
A0A4Q7JCC4	-8.796547	6.175886
A0A4Q7KRU7	0.90173095	-3.1216874
A0A4Q7LG24	0.5675744	16.281765
A0A4Q7LLH2	-3.1822093	2.5624998
A0A4Q7M880	1.8544102	1.1046314
A0A4Q7MB51	-0.4098282	14.88636
A0A4Q7MT28	7.577437	-5.216786
A0A4Q7N4S0	-2.97124	-3.7002497
A0A4Q7N953	0.15763962	14.8357315
A0A4Q7NUP8	7.0066924	2.6523092
A0A4Q7NWK7	-0.081233226	2.170366
A0A4Q7P4W0	8.03443	2.7629645
A0A4Q7PC75	-0.6870353	3.1815894
A0A4Q7PQA0	-7.3101487	9.62721
A0A4Q7R9B0	-12.639488	-8.574595
A0A4Q7S648	6.4739394	11.057633
A0A4Q7T056	7.174893	-6.864739
A0A4Q7TJ69	-3.105272	2.5167322
A0A4Q7U015	-0.32672492	6.0058527
A0A4Q7UPZ0	-2.325157	19.911888
A0A4Q7V5A9	1.559664	0.42821524
A0A4Q7VTR2	-0.28871155	14.874205
A0A4Q7W119	3.8684814	10.234843
A0A4Q7WUQ9	-12.823969	-8.658393
A0A4Q7WYF1	-12.628711	-0.09186332
A0A4Q7XYR7	-13.0701065	-1.5857172
A0A4Q7Y9E9	-2.1018314	0.8040132
A0A4Q7YNL3	10.767281	1.9100444
A0A4Q7YQM6	4.21332	4.617638
A0A4Q7ZI92	-8.308371	7.6439815
A0A4Q8ANK8	-5.608442	1.4627752
A0A4Q8CYW9	-5.6013923	10.701415
A0A4Q8LFU8	3.1991851	6.7906218
A0A4Q8LVH4	3.4161193	6.7547264
A0A4Q8N022	12.772644	0.972076
A0A4Q8PD18	-13.824027	4.1134005
A0A4Q8QCZ5	-0.62423265	0.4025773
A0A4Q8QX38	9.218896	-1.8816805
A0A4Q8TJ10	-6.338412	-2.3958557
A0A4Q8TSI4	-4.6380067	4.9390144
A0A4Q8U140	0.4824596	-1.6947153
A0A4Q8UBQ7	-4.641856	5.018906
A0A4Q8UUV5	-6.531233	-2.8010006
A0A4Q8Y5L0	16.10054	6.3179584
A0A4Q8YDK2	19.859243	6.393169
A0A4Q9A1F6	19.08924	4.3356643
A0A4Q9B9Q8	2.6928444	3.806775
A0A4Q9FAZ6	-8.774476	11.805413
A0A4Q9FMY6	-8.806384	11.771708
A0A4Q9G2C3	7.2164245	-0.8128871
A0A4Q9G7Q4	3.6396847	24.29895
A0A4Q9GQG9	16.244705	6.1369495
A0A4Q9GRR8	-6.207851	2.4300284
A0A4Q9H5G0	6.5281816	15.783943
A0A4Q9H9L1	-0.2567231	-5.1783185
A0A4Q9H9N3	4.175049	4.8902445
A0A4Q9HW75	-11.974814	-5.5701895
A0A4Q9J4B7	-8.633824	1.6685076
A0A4Q9JET8	3.9660041	-2.000799
A0A4Q9JV87	6.7308087	-2.6265752
A0A4Q9KGL0	1.6966548	9.723731
A0A4Q9QRD8	3.951404	23.16444
A0A4Q9QT65	2.3629882	23.114399
A0A4Q9R328	0.9768466	20.194273
A0A4Q9RSU7	-7.4611535	12.137798
A0A4Q9TEM9	3.4633977	6.731086
A0A4Q9TP25	0.91595656	6.458093
A0A4Q9UPL2	0.8506104	10.241165
A0A4Q9UZK2	1.5262183	1.6926873
A0A4Q9V939	8.246068	2.607126
A0A4Q9V9Z9	6.698669	2.5970192
A0A4Q9VN64	-5.726191	5.69009
A0A4Q9VSA3	0.9843588	10.24442
A0A4Q9WQD1	12.37563	1.4758346
A0A4Q9YNC2	7.5604444	3.0459473
A0A4R0A735	18.068401	3.496477
A0A4R0BBP9	18.094301	3.423712
A0A4R0BMT7	19.912718	5.414847
A0A4R0D0J6	-16.675589	0.45891517
A0A4R0D950	-17.06229	1.7760857
A0A4R0DBF0	-18.071371	0.48522756
A0A4R0DLD2	-17.409342	0.21603623
A0A4R0DP17	-17.027815	1.9587917
A0A4R0DW95	-18.025667	0.8180079
A0A4R0E5C7	-17.76623	0.32224372
A0A4R0E6Z3	-17.39588	1.8963362
A0A4R0EF90	-17.757092	0.6160639
A0A4R0EIR2	-2.4960594	6.8091426
A0A4R0EPF3	-17.846485	0.5620475
A0A4R0ESF0	-16.94227	1.9070132
A0A4R0EWM9	-18.173895	0.59972274
A0A4R0F029	-16.916668	0.23667677
A0A4R0FWA8	-6.8658605	-6.9710236
A0A4R0FYU5	-7.2425404	-7.106794
A0A4R0GG02	-2.880339	19.744232
A0A4R0H0Q9	-14.045887	-8.441972
A0A4R0HRE9	-5.983786	-8.937811
A0A4R0IC27	-12.818222	-8.663789
A0A4R0IEC4	-13.937462	-8.568001
A0A4R0JC68	-14.060489	-8.419285
A0A4R0MJD0	-0.6145899	-5.1813755
A0A4R0MTZ0	5.9097986	0.5296327
A0A4R0MWJ7	-0.42304578	-5.245593
A0A4R0NCV7	7.1164927	-4.9639378
A0A4R0NE19	5.752	1.5518996
A0A4R0NK94	-0.26666024	-5.215435
A0A4R0NKI4	-0.54029614	-5.184295
A0A4R0NM45	6.3312793	-7.9028516
A0A4R0P0F1	4.230919	4.926559
A0A4R0PCS1	16.579422	4.8042626
A0A4R0PHF7	2.2967288	23.293406
A0A4R0PV46	4.196672	5.9585376
A0A4R0PWH6	-0.4939793	-5.1930246
A0A4R0QLA8	-3.3171716	8.638651
A0A4R0R0I1	2.2812054	0.759018
A0A4R0R4U7	-8.962574	2.164203
A0A4R0T481	-8.930829	-4.0266647
A0A4R0TAL6	-8.850845	-3.7731266
A0A4R0TXC9	-6.7019796	-1.7063344
A0A4R0W0W8	-8.837849	-3.4549487
A0A4R0WW52	-9.435386	16.790966
A0A4R0XY59	-16.54215	0.5914475
A0A4R0Y9D5	4.228134	13.277426
A0A4R0YWE9	2.5868652	18.3228
A0A4R0Z0Z1	-8.499189	5.957232
A0A4R0Z2K3	-1.1868064	17.787344
A0A4R0ZAV6	-8.438507	6.085836
A0A4R0ZP82	-8.546817	5.989152
A0A4R0ZWB7	-8.199835	6.7261744
A0A4R1AMW5	7.6293135	7.9228287
A0A4R1BH73	-3.0093217	17.174238
A0A4R1BP50	-1.4653655	7.4158754
A0A4R1BPW8	-4.2493806	10.571952
A0A4R1CJ99	-13.309365	-8.6797695
A0A4R1D4W8	-12.187096	-4.1550508
A0A4R1FWF7	-4.5722175	0.9587124
A0A4R1GGT6	3.0490284	18.017647
A0A4R1HIT1	-5.4622617	-1.0188161
A0A4R1I867	11.220646	4.1905656
A0A4R1JLL0	4.0526733	9.5450115
A0A4R1JW82	-1.925159	-5.5546317
A0A4R1JZD3	3.893934	9.03257
A0A4R1KAZ3	3.9814975	4.952305
A0A4R1KMY8	-5.9786434	1.9687359
A0A4R1KXX4	-8.0668745	12.15023
A0A4R1L7U0	1.5761918	-3.7456973
A0A4R1M0X8	-1.4751627	-6.227895
A0A4R1MFQ2	13.442973	3.3908226
A0A4R1MU08	-9.854598	17.146194
A0A4R1NKY1	15.451604	9.484142
A0A4R1NQK3	-7.19592	-8.460896
A0A4R1PZ37	14.239681	4.5177107
A0A4R1QFV6	1.287139	5.9557
A0A4R1QRC9	4.294989	14.021273
A0A4R1R0A2	3.649123	7.0894394
A0A4R1RA82	3.8508878	8.35499
A0A4R1RHI5	-7.9171453	12.215795
A0A4R1RU68	-5.119162	3.6086886
A0A4R1RUK9	17.58312	3.4616578
A0A4R1SPU0	-5.6611047	2.5373337
A0A4R1T7U1	-5.5263457	2.4198105
A0A4R1TGE4	17.496708	3.826254
A0A4R1U5W8	8.237201	-6.2262545
A0A4R1UN13	6.4425473	-7.7939005
A0A4R1VHZ8	12.84907	14.341429
A0A4R1W681	6.922187	-7.935907
A0A4R1WLV9	-13.102459	-8.795681
A0A4R1XC43	19.738417	4.9247007
A0A4R1XD85	19.09613	8.387191
A0A4R1XMC3	-17.484335	-0.11244214
A0A4R1XV01	-17.190365	2.010985
A0A4R1Z3L8	13.977999	6.786307
A0A4R1ZSG1	3.442706	14.839015
A0A4R2CIR6	-13.3074665	-8.67673
A0A4R2D7H7	17.241798	3.6435633
A0A4R2DSP3	-4.5614634	0.8835678
A0A4R2ENK1	-3.0454621	7.354768
A0A4R2FDT9	-4.1522655	-8.841526
A0A4R2FXN1	-0.9812216	-8.567006
A0A4R2GGB6	-1.1684403	1.0360911
A0A4R2GW71	10.076783	9.184907
A0A4R2H838	-0.5323026	-5.196383
A0A4R2HC88	4.042668	4.8072996
A0A4R2HZC1	12.818863	14.324253
A0A4R2ICE0	0.21842483	16.851778
A0A4R2IGT2	-12.785123	-8.709155
A0A4R2JBZ7	-8.962139	5.4186697
A0A4R2JM85	-7.2729926	9.692703
A0A4R2KAR7	14.017787	6.7557096
A0A4R2L1Z8	5.3794894	12.361361
A0A4R2LCP5	6.90738	8.520507
A0A4R2LJ80	0.7224449	12.062301
A0A4R2LW43	1.0244548	5.2629232
A0A4R2MF77	6.962327	15.475309
A0A4R2MQL0	-2.764969	17.227983
A0A4R2NB56	7.7673097	15.429751
A0A4R2NW56	13.881577	6.9822264
A0A4R2PR47	7.0150323	-6.449386
A0A4R2Q6B5	13.861034	7.373884
A0A4R2QQM1	-2.1384532	0.9071414
A0A4R2RHD0	13.963845	7.699712
A0A4R2RY59	0.7200753	-4.121992
A0A4R2S961	7.503828	-6.696312
A0A4R2SCV9	18.32087	3.9334567
A0A4R2T334	-0.7610646	-4.223629
A0A4R2TBV5	7.3342175	-6.6910286
A0A4R2U6X2	17.817738	3.5820425
A0A4R2UD83	8.166857	-6.3392277
A0A4R2VJ92	17.607931	3.802972
A0A4R2XWU3	5.858201	-7.041533
A0A4R2Z0Z6	1.447255	19.803244
A0A4R2Z2R5	-6.5123115	-8.6714735
A0A4R3A298	17.86548	3.5548642
A0A4R3A7S4	2.8306768	11.104122
A0A4R3AC22	3.1217728	11.337423
A0A4R3AS32	4.863275	4.1905274
A0A4R3AWD2	4.765218	4.1920896
A0A4R3BBQ0	-13.322696	-1.9122971
A0A4R3G0W9	16.147593	6.2783704
A0A4R3GTE3	19.604595	5.9079523
A0A4R3HCL4	4.2927456	13.073476
A0A4R3I0G7	-2.2555714	11.952739
A0A4R3IBS4	2.594043	18.582952
A0A4R3J3H4	6.7949724	-7.2364945
A0A4R3J6U3	-1.9138907	4.508098
A0A4R3JL91	14.84848	8.480098
A0A4R3JP53	-8.93811	9.33757
A0A4R3KA76	-8.8945875	9.30537
A0A4R3KN20	6.738837	-5.4395237
A0A4R3L8D4	0.28116858	16.617107
A0A4R3LGT7	7.614912	16.227516
A0A4R3M592	9.422538	-2.1202834
A0A4R3MA58	0.89611226	14.539511
A0A4R3MH07	-3.2272732	10.671525
A0A4R3MJT2	13.273363	3.4029417
A0A4R3MTH6	-2.0793095	6.813323
A0A4R3N6D5	1.8843945	-4.9624104
A0A4R3NMZ6	-5.637377	-9.011307
A0A4R3NTX3	19.194736	4.2694945
A0A4R3PU48	19.697239	4.5339875
A0A4R3QPH7	19.408396	6.4215403
A0A4R3SMK7	-5.115501	2.3499434
A0A4R3TIV3	6.8798842	-8.350323
A0A4R3TS07	9.550386	-2.0824866
A0A4R3UGN6	-5.606357	2.3217027
A0A4R3V3Y2	0.86598974	14.49472
A0A4R3V8E7	-2.1330733	9.683998
A0A4R3VR74	-7.100862	-8.065624
A0A4R3VXN5	2.8791533	10.871638
A0A4R3XB91	4.3593593	23.021763
A0A4R3XLZ5	17.594145	3.6866548
A0A4R3XQ75	-6.2236376	10.8398905
A0A4R3YE25	-3.1865518	5.3095856
A0A4R3YE42	-1.0026618	17.495985
A0A4R3YIR9	-1.8486823	-8.052776
A0A4R3YQC7	-2.5331414	17.193647
