protid	tSNE1	tSNE2
A0A2V5KD20	78.27022	36.85949
A0A2V5KF87	89.49109	-53.068974
A0A2V5KWT1	92.34564	-54.625618
A0A2V5L748	48.459557	-15.501806
A0A2V5LTW8	92.829	-52.902187
A0A2V5M985	92.514084	-54.972786
A0A2V5MAY7	80.59634	-53.414536
A0A2V5MIT4	66.485245	10.881407
A0A2V5MPB7	78.04143	-52.648388
A0A2V5N2U9	27.476164	24.63502
A0A2V5PH87	91.92824	-55.638878
A0A2V5PMQ3	-88.96895	82.83084
A0A2V5PS72	93.18691	-53.981483
A0A2V5Q0X0	91.2609	-54.67941
A0A2V5QEC8	91.70479	-55.41337
A0A2V5QHZ5	92.80785	-54.060936
A0A2V5QLK4	91.13856	-56.444736
A0A2V5QR32	90.737595	-56.489067
A0A2V5R1F8	92.96106	-51.908028
A0A2V5RS81	93.18456	-53.043205
A0A2V5RV63	92.090614	-54.489567
A0A2V5SJ30	90.011284	-57.31903
A0A2V5SJH5	91.32473	-55.51609
A0A2V5SU72	92.17602	-54.97212
A0A2V5T726	39.16807	24.620405
A0A2V5TBA5	92.43872	-54.807163
A0A2V5THB1	91.91727	-55.06049
A0A2V5TUD4	-88.98245	84.05588
A0A2V5TZ92	92.752205	-54.560913
A0A2V5UGW7	91.02283	-55.22857
A0A2V5US92	91.44174	-55.810604
A0A2V5V1E0	91.667496	-55.15224
A0A2V5VB35	92.43921	-53.73064
A0A2V5VE66	-87.02346	78.75226
A0A2V5VIW6	83.02942	-54.591553
A0A2V5VYW8	-88.40584	85.72133
A0A2V5WDB9	93.4666	-52.46287
A0A2V5WTI2	-88.98243	83.65881
A0A2V5XMC8	88.38851	26.695953
A0A2V5XPT4	93.02934	-54.54167
A0A2V5XXW1	91.378975	-55.66337
A0A2V5Y5H5	92.98373	-53.374928
A0A2V5YFR9	93.17691	-53.148663
A0A2V5YQ87	90.72158	-56.501064
A0A2V5YRR7	92.49869	-53.315014
A0A2V5Z286	66.34636	11.051496
A0A2V5ZKX8	92.85749	-53.291515
A0A2V5ZP15	-4.1923156	50.585266
A0A2V6A588	91.19152	-55.534214
A0A2V6AFC1	91.885414	-55.321857
A0A2V6AK74	-51.53412	-68.810974
A0A2V6ASM4	92.2547	-53.326122
A0A2V6B752	90.70441	-56.408966
A0A2V6BAM8	91.27762	-56.348675
A0A2V6BKZ7	92.75918	-53.189034
A0A2V6BL92	90.85262	-56.595196
A0A2V6BUN3	66.659904	9.100417
A0A2V6CY31	91.48914	-55.34517
A0A2V6DJE4	73.0319	-48.778748
A0A2V6DM05	91.87006	-55.79969
A0A2V6EG39	66.30968	11.08967
A0A2V6EZI5	13.58919	4.402308
A0A2V6FPC4	-81.24684	72.51421
A0A2V6GFF4	92.111725	-55.262108
A0A2V6H647	-87.09861	74.79073
A0A2V6H845	66.68164	10.082637
A0A2V6HAW0	90.68436	-56.60344
A0A2V6HJY7	93.49804	-54.71423
A0A2V6HY16	90.71003	-56.00792
A0A2V6ID70	90.88177	-55.86723
A0A2V6INJ3	91.07171	-56.409073
A0A2V6JAA3	91.35024	-56.162525
A0A2V6JHA5	92.90927	-55.215157
A0A2V6K8A2	92.1489	-55.38391
A0A2V6KBW8	-36.21557	-45.152542
A0A2V6L4C1	92.80403	-53.573055
A0A2V6LB71	90.796585	-56.348022
A0A2V6M942	-87.07815	78.86001
A0A2V6MN22	93.294785	-52.99066
A0A2V6MQM2	93.178345	-52.968216
A0A2V6N324	91.79966	-55.443928
A0A2V6NG23	92.456055	-54.325336
A0A2V6NH00	91.75603	-55.72669
A0A2V6P301	91.53259	-55.530727
A0A2V6P424	-89.70007	19.790289
A0A2V6P8Z6	-88.99866	83.82197
A0A2V6QFB6	82.848015	-52.611286
A0A2V6RR75	83.23916	-52.552845
A0A2V6SC43	83.06763	-52.760563
A0A2V6T260	-87.076065	12.850095
A0A2V6T8F8	8.057362	-68.20766
A0A2V6T9E6	82.97911	-52.845722
A0A2V6YTP4	82.8958	-53.45343
A0A2V7A0X6	83.15163	-52.17803
A0A2V7AHU0	83.133575	-52.920055
A0A2V7BYD7	83.13178	-52.39075
A0A2V7CFP1	83.518074	-52.092613
A0A2V7EGB3	41.15821	106.87529
A0A2V7EMB7	-125.24602	-16.121197
A0A2V7EPL2	-42.94205	58.18503
A0A2V7ESM7	41.417004	107.32277
A0A2V7FVI3	45.34397	103.65831
A0A2V7G4U8	65.90126	13.706243
A0A2V7G6H4	-125.247345	-16.12822
A0A2V7GAL5	15.273031	12.938573
A0A2V7GK35	15.2059965	12.877001
A0A2V7H0T5	-125.246994	-16.132132
A0A2V7H1A1	14.539744	7.042618
A0A2V7H9Z4	41.009605	102.79698
A0A2V7HFS5	41.348248	107.14589
A0A2V7IAW8	0.49398845	87.79911
A0A2V7IDM8	-125.248695	-16.147572
A0A2V7INX2	-108.21705	34.72345
A0A2V7IVD8	-125.24466	-16.121294
A0A2V7J931	14.590351	7.1042776
A0A2V7JCB0	72.46139	-63.33351
A0A2V7JQX3	41.397152	107.370026
A0A2V7JUM0	28.670872	-13.263795
A0A2V7JYN5	-120.8142	-15.057567
A0A2V7K0P4	-125.243225	-16.127163
A0A2V7K1Q7	14.170972	6.4515085
A0A2V7KWR8	-22.857103	-61.411526
A0A2V7KZX6	-8.905462	53.739452
A0A2V7L3W7	-8.912179	53.760845
A0A2V7LBY5	14.609099	7.1306725
A0A2V7LKV3	-8.91088	53.767685
A0A2V7LNC0	38.30751	96.151665
A0A2V7MD25	16.92561	17.097862
A0A2V7MGG3	38.29289	96.09187
A0A2V7MPD0	89.39499	14.073304
A0A2V7MWX6	65.89811	13.6945095
A0A2V7N3P5	-9.081427	48.778835
A0A2V7N435	-125.246796	-16.127048
A0A2V7N7C2	-108.15381	34.758442
A0A2V7NBY2	14.065798	5.626385
A0A2V7NX71	-108.35396	34.59609
A0A2V7PB41	118.14127	-11.456215
A0A2V7PCU2	-43.137383	59.131153
A0A2V7PL69	15.501666	12.779796
A0A2V7PXH6	-108.15904	34.765446
A0A2V7Q6G7	12.802478	18.982248
A0A2V7Q7H5	-8.90595	53.74658
A0A2V7QC34	117.955124	-11.475463
A0A2V7QF20	-8.905253	53.74274
A0A2V7QMB3	44.77033	102.88205
A0A2V7QPE0	13.530328	10.91758
A0A2V7QVG7	41.40101	107.36271
A0A2V7QVT3	41.15693	106.86592
A0A2V7QYE2	44.76104	102.81306
A0A2V7R5M0	-35.976276	53.556908
A0A2V7RDL0	15.290209	12.939921
A0A2V7RJU9	14.168391	6.4737816
A0A2V7RSJ5	-108.12939	34.800762
A0A2V7RUD4	17.24051	100.620926
A0A2V7S3C1	15.5580845	-10.322799
A0A2V7S6Q3	75.59872	-8.000472
A0A2V7SYR3	40.827843	106.29229
A0A2V7T5P1	71.687	1.3686509
A0A2V7T7J8	118.14368	-11.483909
A0A2V7TJD3	16.516758	8.381502
A0A2V7U9Y3	59.38504	-92.041405
A0A2V7ULH2	59.32442	-90.67395
A0A2V7WAJ7	-11.514226	17.597887
A0A2V7WCB6	-43.40941	-3.4367697
A0A2V7WM54	-6.566634	18.129824
A0A2V7X2E5	60.1565	-87.99321
A0A2V7X2S9	9.708118	66.133
A0A2V7XUG9	1.7955775	22.375237
A0A2V7Y3D4	58.450954	-90.9749
A0A2V7Z2R3	52.56181	40.852085
A0A2V8GQ55	52.94773	-80.71694
A0A2V8I3A0	53.145878	-80.92766
A0A2V8LKM4	5.2757854	-74.676834
A0A2V8LLQ4	-79.36659	-10.247016
A0A2V8MXM6	19.352602	18.840515
A0A2V8NH38	-0.3337278	95.83414
A0A2V8PIB4	-46.67424	-59.96922
A0A2V8PTF2	5.0942397	-66.589424
A0A2V8R039	1.4500049	93.64919
A0A2V8RX18	1.2669976	93.78534
A0A2V8RZI2	1.290214	94.182335
A0A2V8S5B2	-90.64518	7.81566
A0A2V8SLT8	59.897137	18.523544
A0A2V8SR44	2.1467257	92.74501
A0A2V8SVF7	1.3905987	93.67664
A0A2V8T9B0	59.39776	-90.9469
A0A2V8TG39	-50.31078	54.388596
A0A2V8TP37	55.36263	19.093996
A0A2V8ZVI5	-0.83742696	0.4789293
A0A2V9JFA3	-82.95839	78.957184
A0A2V9K148	100.351746	-66.72253
A0A2V9LGZ8	-82.71076	79.143875
A0A2V9P0Y3	60.092636	-87.55476
A0A2V9P137	60.205124	-87.86505
A0A2V9QS65	59.998108	-87.28863
A0A2V9S0T0	59.953598	-87.35342
A0A2V9SU80	4.832315	34.594975
A0A2V9TG58	59.948643	-87.294205
A0A2V9TJV7	29.631624	-58.333515
A0A2V9TRE3	60.253777	-88.0198
A0A2V9UEU4	60.17469	-87.65657
A0A2V9V912	60.10551	-87.26329
A0A2V9WLP3	60.050266	-87.33954
A0A2V9WWH2	60.258686	-88.44245
A0A2V9XDX9	60.0732	-87.300644
A0A2V9XTW3	60.213497	-88.591736
A0A2V9YK65	58.2081	-86.192696
A0A2V9YSW5	59.964134	-87.09872
A0A2V9ZNB6	60.09317	-87.42227
A0A2V9ZRM0	66.48836	9.464508
A0A2W0BK18	-38.777817	-57.84049
A0A2W0BQR3	-38.849815	-57.91889
A0A2W0CTV2	-114.0796	1.1672679
A0A2W0D352	63.613907	-40.07681
A0A2W0D750	-117.91664	0.2820029
A0A2W0DF81	-115.00859	-0.2424485
A0A2W0F3I9	128.56451	31.51484
A0A2W0FQG4	135.1703	20.391241
A0A2W0GJQ6	-13.480252	114.06968
A0A2W0HCQ7	-55.15565	100.87461
A0A2W1JMA4	15.75879	6.10896
A0A2W1KBY2	-2.3278308	34.783695
A0A2W1KIG5	11.386497	98.43154
A0A2W1LGC8	78.94894	37.919003
A0A2W1MMK2	127.95192	35.817398
A0A2W1NFR8	94.13204	-42.749928
A0A2W1P159	77.977005	40.871044
A0A2W1PCB8	-112.47209	-2.2677376
A0A2W1Q1N9	-113.4466	0.21728157
A0A2W1QAY3	-114.89272	-0.24687015
A0A2W1QID2	-116.25851	-5.7376184
A0A2W1QT78	-112.67858	1.6177914
A0A2W1QTL4	-113.6392	1.5573287
A0A2W1RNM4	-114.96653	-5.4519367
A0A2W1T1J5	-114.33007	1.0496007
A0A2W1T7Y2	-112.151215	-1.6993883
A0A2W1TAZ8	-115.57329	0.2593205
A0A2W1TCK8	-111.9345	-2.8801155
A0A2W1UE01	-110.506645	-2.7714922
A0A2W1UFI4	-115.17583	0.96150947
A0A2W1UFV8	-110.768875	-3.048059
A0A2W1UT79	-115.73405	-5.8220506
A0A2W1UZP8	-115.8213	-2.588995
A0A2W1V9R4	-114.56342	0.4292164
A0A2W1WD93	-111.03866	-2.743721
A0A2W1WPC7	-113.77653	-2.0350354
A0A2W1XBG8	-112.79559	-1.494042
A0A2W1YN95	-112.46139	-1.0042899
A0A2W2A050	-114.64501	-2.0013156
A0A2W2A6T5	-117.59303	0.24272749
A0A2W2AE27	2.8726664	21.849108
A0A2W2AIY7	44.147118	-68.796234
A0A2W2BI98	67.36216	-51.07177
A0A2W2C449	-75.47695	-106.40958
A0A2W2CK05	52.64995	60.44042
A0A2W2D9K9	55.00449	58.820763
A0A2W2DRT2	-11.152868	-69.05943
A0A2W2E1F2	55.351692	61.785816
A0A2W2HS02	-12.451927	-67.65598
A0A2W2M159	-35.2597	-83.58031
A0A2W4BHM1	-16.70464	-139.86761
A0A2W4CXJ9	-11.5726185	-136.83241
A0A2W4JYK4	-0.4487828	0.6876458
A0A2W4KXV5	-26.30109	-51.465523
A0A2W4LH75	-89.6131	78.20964
A0A2W4LWW0	-38.023426	56.485184
A0A2W4NEL7	-13.588554	-67.72218
A0A2W4NYF2	127.746994	-8.550932
A0A2W4PPF9	43.58866	-60.046017
A0A2W4R2D8	10.65181	23.447094
A0A2W4RD81	-95.92947	4.487783
A0A2W4RIJ7	-26.306086	-51.447315
A0A2W4RJH1	-8.828314	-134.7447
A0A2W4S0N2	52.470528	39.798054
A0A2W4SSX5	-43.954197	-7.0733223
A0A2W4SYD3	44.02895	-64.495155
A0A2W4TBN8	-0.65958714	-51.42667
A0A2W4TES2	-101.02565	55.982872
A0A2W4V051	-14.957898	-13.676882
A0A2W4V292	99.5237	-17.171259
A0A2W4V7W8	-100.94237	55.602028
A0A2W4WB76	75.3782	-7.0205054
A0A2W4WFP0	-135.89468	-32.393814
A0A2W4WHJ6	-81.287994	78.99912
A0A2W4WQT0	20.235825	21.234121
A0A2W4WTL1	-9.308172	43.532818
A0A2W4XGW8	40.484886	106.0305
A0A2W4Z1E7	-47.21575	-6.8017006
A0A2W5A4Y7	-100.465065	62.528206
A0A2W5ABT2	-49.45635	-6.6419663
A0A2W5AVZ9	-45.762077	-5.6728063
A0A2W5CT39	122.70083	34.605686
A0A2W5D130	-139.84663	52.636314
A0A2W5E0F0	-41.06742	53.6448
A0A2W5EY49	-7.3186264	-123.99256
A0A2W5G6Z7	-2.9181972	136.75995
A0A2W5GUP5	45.45905	4.5544515
A0A2W5H2I9	-28.196701	69.84744
A0A2W5HG24	21.405945	-26.339565
A0A2W5K087	-66.76743	42.493095
A0A2W5KFX1	38.425526	-59.438526
A0A2W5KQU7	96.60523	21.611172
A0A2W5MSY7	-39.72198	1.200008
A0A2W5NTW1	-33.022415	1.6244527
A0A2W5P0K7	33.470028	-52.685726
A0A2W5PW58	-48.46854	-26.543179
A0A2W5QXL1	-58.51225	-21.693281
A0A2W5R3H6	62.661854	38.001854
A0A2W5RCH7	-92.79352	-58.60198
A0A2W5RTM9	-83.28561	-77.308304
A0A2W5TJQ7	-46.11187	73.93764
A0A2W5TWJ4	16.716421	-128.2834
A0A2W5WQ61	57.745052	36.262028
A0A2W5WVB3	12.827585	-11.072165
A0A2W5WXG7	141.64473	17.297697
A0A2W5XCS4	62.147137	29.789858
A0A2W5XKY0	-40.217598	-109.47339
A0A2W5YF22	91.68227	-55.31292
A0A2W5YXJ0	-16.579031	-82.19621
A0A2W5YY15	88.928276	-80.158165
A0A2W5Z681	75.15041	-77.87208
A0A2W5ZT19	47.835896	-65.381805
A0A2W6AG70	-94.75864	5.8097305
A0A2W6AWQ4	77.07585	-76.60109
A0A2W6BNV2	99.623955	-73.78318
A0A2W6BXV3	-0.8120377	0.017643532
A0A2W6CLA1	90.591515	-83.08834
A0A2W6CQS3	4.679582	108.79725
A0A2W6D2Q4	97.303154	-79.28003
A0A2W6DEV3	-17.365393	-83.49411
A0A2W6DLT1	46.62462	104.7842
A0A2W6E3V5	47.05197	106.734505
A0A2W6GUF0	-99.193214	-34.516895
A0A2W6JU76	-99.312675	-34.868874
A0A2W6KSK4	-98.858406	-34.33192
A0A2W6MS27	-21.129269	-3.0611317
A0A2W6NKR9	62.418255	-40.973816
A0A2W6R912	-100.66598	57.570557
A0A2W6RET0	21.303543	-1.5232183
A0A2W6SPQ3	-29.695301	37.41842
A0A2W6SYY9	-46.71008	77.03943
A0A2W6TAL2	-44.63486	-2.5372338
A0A2W6TC40	-20.030836	81.56212
A0A2W6TF41	-27.792917	-147.97092
A0A2W6TM95	-48.082962	-1.1355327
A0A2W6USH1	-132.4263	24.413675
A0A2W6VLR0	-5.0253253	84.20653
A0A2W6VPQ1	-42.243347	-9.295126
A0A2W6WK79	122.546364	-25.03921
A0A2W6X2T4	-47.86369	-1.3646941
A0A2W6X581	-29.517944	37.5303
A0A2W6XP00	-100.74675	57.87846
A0A2W6Y420	-22.666761	75.12475
A0A2W6Y6J7	-28.07638	-148.1573
A0A2W6YPF7	45.02593	-59.74772
A0A2W6Z225	-120.42134	26.329287
A0A2W6ZE25	-130.02452	-41.401936
A0A2W7A194	-134.23857	-37.149673
A0A2W7AJT2	100.44725	-74.4682
A0A2W7ALR7	-133.7565	-37.074528
A0A2W7ATI6	-21.593504	-19.876421
A0A2W7B0I4	-135.88814	-32.400696
A0A2W7B6L4	-19.487595	-22.619411
A0A2W7BIL0	-18.783634	-19.228052
A0A2W7BRG8	-5.7666135	-130.93303
A0A2W7I2T1	7.3631387	94.32224
A0A2W7I7B0	-17.291883	38.88456
A0A2W7I9I6	-51.99575	-28.252417
A0A2W7IND1	134.05663	25.412445
A0A2W7JYB9	113.86381	44.224216
A0A2W7MVA5	96.19409	47.97991
A0A2W7MXE6	135.21246	23.689432
A0A2W7N1X1	30.895674	15.178709
A0A2W7N806	20.908175	-126.36204
A0A2W7P1Z8	94.336945	15.8908
A0A2W7P7B7	101.26074	-17.431517
A0A2W7PH58	-1.9254383	96.93094
A0A2W7QFQ3	-12.965159	23.230349
A0A2W7R3K9	17.45802	104.64683
A0A2W7R558	16.311764	-131.25323
A0A2W7RGS4	17.313272	104.57866
A0A2W7RZ55	20.879019	30.259464
A0A2W7TNL3	-46.445198	102.11062
A0A2X0KB36	-31.551912	-92.27836
A0A2X0QV53	-63.569515	43.194138
A0A2X0VKI7	-38.51677	-41.910217
A0A2X0XP13	-2.0058925	99.7075
A0A2X1AMN6	-99.78017	59.46863
A0A2X1B8D3	-100.490105	58.522514
A0A2X1RIH9	6.0398064	-13.094826
A0A2X1T2K2	46.22581	105.345474
A0A2X1TQ30	41.023823	95.35363
A0A2X2DM85	136.23729	19.375633
A0A2X2EHP4	-12.702771	115.48499
A0A2X2I8T1	-22.431599	139.1422
A0A2X2IBT7	73.4454	84.57808
A0A2X2IVC3	61.51744	16.596624
A0A2X2J0B2	9.447296	31.872253
A0A2X2LUH5	-26.743181	-81.658066
A0A2X2RK24	41.171867	27.669956
A0A2X2ST59	41.646515	27.44269
A0A2X2TDK7	35.843395	110.28716
A0A2X2X408	-24.865707	73.44562
A0A2X2XPH6	29.66159	65.45319
A0A2X2YB42	6.2027173	-13.518384
A0A2X3B057	-3.1787922	27.907578
A0A2X3EQ31	-18.491909	138.4225
A0A2X3EZZ5	5.00461	134.3858
A0A2X3G0Z5	-96.10123	-35.26139
A0A2X3ISR8	-11.684201	114.52535
A0A2X3KBI5	17.350695	-0.037757955
A0A2X4NM25	71.87588	-20.626505
A0A2X4T4A8	73.39125	84.707855
A0A2X4UJW1	-126.32536	-3.2346785
A0A2X4V077	-18.168653	139.81224
A0A2X5AQQ8	16.695353	-95.83937
A0A2X5E2G0	-30.407553	139.5099
A0A2X5PRM1	-35.484333	142.43692
A0A2Y8ZV97	-4.786588	7.5063014
A0A2Y9AC48	22.95542	-133.86899
A0A2Y9AS56	5.5131683	-14.154048
A0A2Y9B6U1	-70.99285	-50.204628
A0A2Y9TU00	70.99192	-20.732498
A0A2Y9UE48	-99.84932	-34.600513
A0A2Z2HA45	-49.346416	72.26747
A0A2Z2KS09	66.68129	-36.564598
A0A2Z2LHV7	55.06063	0.3672822
A0A2Z2NNW4	-70.635506	41.002872
A0A2Z2PDE3	-11.544082	-41.50177
A0A2Z3G7A5	-9.209958	-138.39568
A0A2Z3GMI8	10.237987	25.725878
A0A2Z3HCH1	38.849247	97.74222
A0A2Z3HZG6	69.70653	-46.384014
A0A2Z3IBP9	-67.84488	43.893932
A0A2Z3IKU4	40.252296	-60.763702
A0A2Z3J116	-43.629555	71.11514
A0A2Z3JK54	-1.4830796	28.368298
A0A2Z3KU15	96.61381	21.261168
A0A2Z3N3D4	34.549526	24.961079
A0A2Z3R0I9	90.40728	-52.273357
A0A2Z3RDL9	11.609089	-32.92027
A0A2Z3S4N8	-4.8180876	86.43357
A0A2Z3V657	-12.473132	-69.38404
A0A2Z3X3Q7	65.49088	89.044525
A0A2Z4ACU9	-47.930565	-58.227562
A0A2Z4G997	28.959408	69.198555
A0A2Z4I3A8	-74.706566	16.627579
A0A2Z4IRT3	18.070066	102.71756
A0A2Z4J1V4	-36.007755	-95.84566
A0A2Z4K2S8	-13.234996	-42.775642
A0A2Z4LVA2	39.122837	105.345406
A0A2Z4LWS7	34.16164	29.454283
A0A2Z4PEZ9	-13.629003	20.760637
A0A2Z4PZ15	-59.48261	56.04781
A0A2Z4RNK6	135.57686	29.774963
A0A2Z4U9H5	-20.919722	62.53891
A0A2Z4UH20	-18.027473	-40.405933
A0A2Z4V9V6	-73.207	-106.42578
A0A2Z4YLX7	-14.845694	-131.69423
A0A2Z5A1V2	105.39435	46.81098
A0A2Z5BRV3	-128.01653	22.059292
A0A2Z5ECZ4	-30.243334	36.061707
A0A2Z5G598	88.7247	11.80339
A0A2Z5JFN3	-36.30239	-104.268196
A0A2Z5K2R0	-28.60281	-90.81741
A0A2Z5MED4	127.710304	-28.516176
A0A2Z5MSG3	123.53797	-36.013855
A0A2Z5R363	41.414665	-19.191278
A0A2Z5SWR9	-23.282274	-20.442913
A0A2Z5SZI0	25.937056	-62.50103
A0A2Z5UEH5	-39.937843	4.3013797
A0A2Z5UJ63	-41.42893	5.006676
A0A2Z5WXF1	-81.2488	78.93879
A0A2Z5YCQ5	0.008460109	-26.65028
A0A2Z5YUR9	-46.2132	2.3177361
A0A2Z5ZMK6	72.50327	-48.924385
A0A2Z6AFP6	-31.04007	39.26103
A0A2Z6CGX9	-14.206164	-18.155704
A0A2Z6CS95	-20.520864	-25.647623
A0A2Z6DXZ8	95.00915	14.347194
A0A2Z6E5I7	85.71126	32.963627
A0A2Z6E6Z3	97.98371	53.218624
A0A2Z6GDF2	-64.68907	42.670624
A0A2Z6IBW2	-0.067786776	4.6656423
A0A2Z6INA0	52.410583	-117.4293
A0A2Z6U667	125.22399	-32.196846
A0A2Z6U9H0	-77.70051	21.444878
A0A2Z6UKM6	-140.39645	-32.26129
A0A314VTC6	-52.441067	-24.094303
A0A314ZUC3	69.567764	-35.20064
A0A315AJY8	67.78192	-0.5104644
A0A315AN78	71.51293	-2.1697655
A0A315B466	55.07824	0.3391446
A0A315BFU8	66.860466	0.18646222
A0A315BH07	73.73081	-3.7338514
A0A315BRN6	67.55934	-0.3421504
A0A315C7Z9	69.60368	-1.4065667
A0A315CJ88	70.800804	-2.054763
A0A315D011	75.98168	-8.493803
A0A315DB55	69.9681	-2.0075684
A0A315DCS1	66.28234	0.6780104
A0A315DK98	71.11167	-2.5905764
A0A315DVB9	66.08416	0.48211592
A0A315E058	66.65354	0.36128834
A0A315EDQ8	67.2655	-0.18043755
A0A315EK68	75.716415	-4.5954475
A0A315FJB4	72.44191	-2.4097044
A0A315G6D2	78.13442	-7.65669
A0A315GUB7	70.68781	83.95863
A0A315SFD5	21.147102	-1.3805537
A0A315TFX8	107.7036	46.224327
A0A315U0S1	51.182625	-15.548072
A0A315WF04	-88.61519	-61.04169
A0A315WKB8	-82.31332	-80.50131
A0A315X5A4	-85.70464	-28.800243
A0A315X7K9	113.13487	44.370224
A0A315XV83	5.8032193	-65.763115
A0A315ZUX0	-105.92866	4.15985
A0A316A4X1	-71.83224	-49.11239
A0A316AHJ7	-86.254036	72.69171
A0A316ANV5	36.952812	-9.930991
A0A316B193	26.223906	41.224216
A0A316B3J0	-94.370575	3.7484765
A0A316BDZ1	18.861294	54.976624
A0A316BXE6	-8.063621	-129.38715
A0A316DAF7	15.145186	98.12774
A0A316DGZ9	-45.589905	103.31786
A0A316E145	-8.702276	38.791653
A0A316EE97	29.74366	69.90986
A0A316FGV1	93.93502	-17.01204
A0A316FP76	-118.00143	25.128983
A0A316FXL0	-87.835495	78.44261
A0A316GK24	20.059052	-134.40889
A0A316GLJ7	21.330023	-125.78418
A0A316H395	-6.0095925	-122.0479
A0A316HE32	17.540808	23.121223
A0A316HFN3	-80.80691	-21.467846
A0A316I863	-114.12173	32.184727
A0A316IH83	97.41315	53.85555
A0A316IQD2	99.46071	11.660648
A0A316JBJ1	-59.178356	-21.476562
A0A316JPQ1	-15.907095	-17.255373
A0A316JSJ9	-130.667	-40.269855
A0A316JUF9	-47.434708	-1.7752008
A0A316JZY0	-82.33347	79.92304
A0A316KAC4	8.145862	-65.22964
A0A316KU10	16.516666	-136.1203
A0A316KXP8	37.862095	104.827805
A0A316LL98	-71.30548	92.095505
A0A316LN11	-0.43924233	2.8409185
A0A316M7M9	95.28036	-56.206524
A0A316MY73	35.34622	-15.682644
A0A316N7F8	-2.5543232	65.95825
A0A316N7R4	-72.08819	93.387115
A0A316P363	52.305984	43.211563
A0A316PR30	104.90503	-61.917843
A0A316PW23	-72.790924	75.584435
A0A316R3D4	77.74608	36.789303
A0A316RR21	17.595312	-28.71018
A0A316RXY1	-81.74635	37.41553
A0A316S914	-39.765785	32.165558
A0A316SGH0	24.514902	19.587187
A0A316ST44	-29.123268	-45.54234
A0A316T6F8	-72.03755	75.28844
A0A316TN61	-64.95617	-108.42897
A0A316TY70	-110.28379	8.05854
A0A316WLG7	-20.207867	80.09885
A0A316X9T6	-25.007395	74.643486
A0A316XB10	-25.161728	73.80778
A0A316XI98	13.545404	68.99588
A0A317C6H9	-28.388012	98.168175
A0A317DAE8	55.411915	60.383442
A0A317DG46	52.840393	61.809254
A0A317E1U9	-53.060352	0.19923437
A0A317ECV1	-43.45023	-3.0568137
A0A317EQ87	-67.69253	106.56277
A0A317ERB1	20.52393	21.582375
A0A317EWL7	19.593733	22.276186
A0A317F4U4	-66.545204	108.39867
A0A317FAL2	62.42096	38.191704
A0A317G3H9	22.408892	60.982155
A0A317GHT6	18.6625	52.299835
A0A317GUJ4	83.836395	-38.88745
A0A317HCG8	-0.007273258	3.6683543
A0A317I0H5	-94.02459	6.2053638
A0A317IN93	-86.65975	66.07988
A0A317IX95	44.209316	106.17962
A0A317JLV9	31.472912	69.922455
A0A317JUW1	54.28382	61.635597
A0A317KRK1	55.61994	61.127342
A0A317KTK6	14.286894	-32.60234
A0A317LM12	-73.20228	-16.91295
A0A317LM57	8.007673	27.938944
A0A317LT11	100.970566	-73.00688
A0A317MNF6	73.75266	-33.327755
A0A317MWJ4	26.406824	-61.63843
A0A317NXU3	-48.71698	71.21786
A0A317P2V4	-121.35093	-12.954922
A0A317PRJ1	-12.00352	-128.35434
A0A317Q227	-22.533606	140.38979
A0A317QCM8	-19.283484	108.93329
A0A317QKE3	98.60659	-79.30688
A0A317R5K3	-49.221664	71.23541
A0A317RHI0	15.398792	50.64788
A0A317RKN4	58.454674	-0.023151446
A0A317T9N3	-31.524042	61.096016
A0A317U4D8	99.536415	7.651298
A0A317UJS3	-62.47765	26.081114
A0A317ZJ82	88.46124	25.568918
A0A317ZPT4	-111.46534	5.9144087
A0A318A3G8	-4.780859	144.12811
A0A318AS78	72.34643	-47.92286
A0A318CAD6	100.98134	47.897038
A0A318D792	-88.900925	10.988143
A0A318DDW9	96.95324	53.352825
A0A318DQM7	95.34581	22.431885
A0A318E705	117.63852	-19.372915
A0A318EWV3	94.11399	-34.005413
A0A318G8S1	-14.302898	115.57802
A0A318GXL8	-41.911488	53.638554
A0A318HQR0	-128.18013	-2.4337199
A0A318I0X1	-8.403028	38.58367
A0A318IWL0	127.13575	-37.340626
A0A318JGH9	67.5073	10.489813
A0A318JJD3	-48.817894	80.39921
A0A318K3Z8	-129.59425	-2.8869436
A0A318KUJ6	99.39788	13.679517
A0A318KYF4	67.3147	39.576767
A0A318L655	-41.1673	73.471985
A0A318LK22	-111.78976	37.79112
A0A318M183	38.194286	-30.944868
A0A318MC51	41.866817	-32.552216
A0A318MEX6	39.123997	-35.202717
A0A318MHH5	39.477898	-32.838745
A0A318MY69	47.732124	-66.89568
A0A318P8C8	54.1766	62.508247
A0A318PCK9	-35.464382	142.45517
A0A318PJL8	-91.89604	61.7648
A0A318PR94	-93.22182	61.357998
A0A318QAC7	-95.27542	60.65808
A0A318QND5	-92.41702	61.63918
A0A318QUN0	-93.07315	61.57536
A0A318R137	-1.2045642	-14.697595
A0A318R850	-87.60678	-18.188704
A0A318RFM7	21.340406	-1.5419153
A0A318S890	21.77394	-80.14665
A0A318STB5	-42.042747	27.478653
A0A318T0Q8	-7.5216126	-123.757996
A0A318T260	60.585346	0.26418135
A0A318TJU7	-4.0762057	-117.40718
A0A318TQ73	-86.33301	2.965752
A0A318TZ27	-13.466502	21.12346
